id,name,date,incomplete,total,percentage,length_total,length_incomplete,length_percentage
03053,Castalla,2020-11-01,49,336,0.85,60219.50,7463.02,0.88
03054,Castell de Castells,2020-11-01,3,23,0.87,2128.46,138.33,0.94
03055,Catral,2020-11-01,49,346,0.86,58806.56,8517.67,0.86
03056,Cocentaina,2020-11-01,61,246,0.75,37464.80,5327.49,0.86
03057,Confrides,2020-11-01,11,22,0.50,2439.40,986.34,0.60
03058,Cox,2020-11-01,37,339,0.89,61672.98,4987.57,0.92
03059,Crevillent,2020-11-01,312,795,0.61,138708.98,61543.27,0.56
03060,Quatretondeta,2020-11-01,11,27,0.59,1574.93,595.86,0.62
03061,Daya Nueva,2020-11-01,0,93,1.00,13533.56,0.00,1.00
03062,Daya Vieja,2020-11-01,10,62,0.84,7028.72,803.61,0.89
03063,Dénia,2020-11-01,557,1301,0.57,224580.49,72331.35,0.68
03064,Dolores,2020-11-01,0,228,1.00,47373.70,0.00,1.00
03065,Elx / Elche,2020-11-01,1632,4003,0.59,785414.59,314497.54,0.60
03066,Elda,2020-11-01,158,761,0.79,105234.88,13443.90,0.87
03067,Facheca,2020-11-01,0,7,1.00,777.55,0.00,1.00
03068,Famorca,2020-11-01,1,7,0.86,501.81,69.68,0.86
03069,Finestrat,2020-11-01,218,462,0.53,80909.43,32514.97,0.60
03070,Formentera del Segura,2020-11-01,0,136,1.00,17510.38,0.00,1.00
03071,Gata de Gorgos,2020-11-01,61,108,0.44,15403.91,8294.96,0.46
03072,Gaianes,2020-11-01,0,22,1.00,2409.41,0.00,1.00
03073,Gorga,2020-11-01,4,9,0.56,1247.34,531.47,0.57
03074,Granja de Rocamora,2020-11-01,15,84,0.82,10813.64,1259.36,0.88
03075,el Castell de Guadalest,2020-11-01,6,14,0.57,2216.44,1568.44,0.29
03076,Guardamar del Segura,2020-11-01,52,768,0.93,112373.28,6755.61,0.94
03077,el Fondó de les Neus / Hondón de las Nieves,2020-11-01,16,141,0.89,23925.48,1809.76,0.92
03078,Hondón de los Frailes,2020-11-01,4,48,0.92,7123.62,453.27,0.94
03079,Ibi,2020-11-01,121,423,0.71,63723.07,13626.74,0.79
03080,Jacarilla,2020-11-01,14,109,0.87,15050.32,1828.88,0.88
03081,Xaló,2020-11-01,16,40,0.60,6364.32,3154.73,0.50
03082,Xàbia / Jávea,2020-11-01,651,1463,0.56,296235.03,111457.84,0.62
03083,Xixona / Jijona,2020-11-01,47,167,0.72,20549.50,6857.72,0.67
03084,l'Orxa / Lorcha,2020-11-01,2,5,0.60,534.53,102.42,0.81
03085,Llíber,2020-11-01,6,16,0.63,931.43,208.29,0.78
03086,Millena,2020-11-01,2,6,0.67,755.13,206.59,0.73
03088,Monforte del Cid,2020-11-01,75,343,0.78,73599.68,13431.50,0.82
03089,Monòver / Monóvar,2020-11-01,99,452,0.78,70527.38,17665.43,0.75
03090,Mutxamel,2020-11-01,142,572,0.75,118168.01,16850.36,0.86
03091,Murla,2020-11-01,2,22,0.91,3260.98,16.76,0.99
03092,Muro de Alcoy,2020-11-01,56,153,0.63,21522.59,6290.58,0.71
03093,Novelda,2020-11-01,29,339,0.91,68818.30,5102.40,0.93
03094,la Nucia,2020-11-01,197,582,0.66,105113.30,36454.44,0.65
03095,Ondara,2020-11-01,36,161,0.78,17513.30,2830.79,0.84
03096,Onil,2020-11-01,39,228,0.83,30045.59,3185.34,0.89
03097,Orba,2020-11-01,31,123,0.75,23905.66,2799.83,0.88
03098,Orxeta,2020-11-01,2,51,0.96,6854.38,57.87,0.99
03099,Orihuela,2020-11-01,770,3797,0.80,608144.63,112740.04,0.81
03100,Parcent,2020-11-01,4,19,0.79,4001.42,2126.37,0.47
03101,Pedreguer,2020-11-01,48,234,0.79,53874.44,8361.38,0.84
03102,Pego,2020-11-01,39,220,0.82,45987.64,7497.74,0.84
03103,Penàguila,2020-11-01,5,18,0.72,2026.70,692.15,0.66
03104,Petrer,2020-11-01,174,661,0.74,81444.44,11000.18,0.86
03105,el Pinós / Pinoso,2020-11-01,60,326,0.82,48111.22,8460.04,0.82
03106,Planes,2020-11-01,31,62,0.50,6495.41,2180.12,0.66
03107,Polop,2020-11-01,30,216,0.86,34328.22,4804.60,0.86
03109,Rafal,2020-11-01,10,161,0.94,21928.69,750.91,0.97
03110,el Ràfol d'Almúnia,2020-11-01,21,45,0.53,7936.07,4596.19,0.42
03111,Redován,2020-11-01,71,267,0.73,36703.37,13404.91,0.63
03112,Relleu,2020-11-01,7,39,0.82,5445.88,962.66,0.82
03113,Rojales,2020-11-01,260,1297,0.80,202159.98,22965.79,0.89
03114,la Romana,2020-11-01,14,74,0.81,19038.86,2960.75,0.84
03115,Sagra,2020-11-01,5,23,0.78,2576.97,440.52,0.83
03116,Salinas,2020-11-01,20,117,0.83,17335.22,2928.36,0.83
03117,Sanet y Negrals,2020-11-01,8,42,0.81,5330.40,471.95,0.91
03118,San Fulgencio,2020-11-01,67,390,0.83,76162.54,11023.37,0.86
03119,Sant Joan d'Alacant,2020-11-01,40,334,0.88,65007.53,4188.09,0.94
03120,San Miguel de Salinas,2020-11-01,29,431,0.93,54130.17,1307.08,0.98
03121,Santa Pola,2020-11-01,100,1000,0.90,143380.84,12084.21,0.92
03122,Sant Vicent del Raspeig / San Vicente del Raspeig,2020-11-01,160,801,0.80,146167.60,16220.06,0.89
03123,Sax,2020-11-01,21,248,0.92,34041.49,2216.72,0.93
03124,Sella,2020-11-01,18,41,0.56,4680.84,1837.87,0.61
03125,Senija,2020-11-01,7,34,0.79,4548.58,297.05,0.93
03127,Tàrbena,2020-11-01,1,7,0.86,730.97,17.48,0.98
03128,Teulada,2020-11-01,250,780,0.68,158593.12,40282.95,0.75
03129,Tibi,2020-11-01,13,72,0.82,19226.13,1034.07,0.95
03130,Tollos,2020-11-01,1,6,0.83,517.56,37.26,0.93
03131,Tormos,2020-11-01,8,23,0.65,2274.27,738.29,0.68
03132,la Torre de les Maçanes / Torremanzanas,2020-11-01,18,41,0.56,7932.19,1807.68,0.77
03133,Torrevieja,2020-11-01,508,2430,0.79,414400.30,51653.76,0.88
03134,la Vall d'Alcalà,2020-11-01,1,13,0.92,1371.01,96.11,0.93
03135,la Vall d'Ebo,2020-11-01,1,14,0.93,1362.41,47.76,0.96
03136,Vall de Gallinera,2020-11-01,20,40,0.50,4119.52,1625.21,0.61
03137,la Vall de Laguar,2020-11-01,2,51,0.96,3533.92,41.84,0.99
03138,el Verger,2020-11-01,51,215,0.76,26383.29,4350.14,0.84
03139,la Vila Joiosa / Villajoyosa,2020-11-01,248,504,0.51,87761.78,42868.85,0.51
03140,Villena,2020-11-01,34,478,0.93,68600.26,4678.90,0.93
03901,els Poblets,2020-11-01,42,320,0.87,39183.47,1807.88,0.95
03902,Pilar de la Horadada,2020-11-01,81,1173,0.93,225554.49,9581.04,0.96
03903,Los Montesinos,2020-11-01,32,195,0.84,31344.80,4023.61,0.87
03904,San Isidro,2020-11-01,8,80,0.90,18925.48,1229.18,0.94
12001,Atzeneta del Maestrat,2020-11-01,4,91,0.96,8918.57,208.50,0.98
12002,Aín,2020-11-01,1,38,0.97,2159.27,15.72,0.99
12003,Albocàsser,2020-11-01,11,52,0.79,7566.66,2836.45,0.63
12004,Alcalà de Xivert,2020-11-01,54,376,0.86,65121.90,7037.71,0.89
12005,l'Alcora,2020-11-01,53,420,0.87,44101.12,6530.87,0.85
12006,Alcudia de Veo,2020-11-01,6,80,0.93,3780.33,184.69,0.95
12007,Alfondeguilla,2020-11-01,0,43,1.00,3581.58,0.00,1.00
12008,Algimia de Almonacid,2020-11-01,3,67,0.96,3711.07,130.54,0.96
12009,Almassora,2020-11-01,101,553,0.82,90795.08,10478.86,0.88
12010,Almedíjar,2020-11-01,10,27,0.63,3475.16,1562.02,0.55
12011,Almenara,2020-11-01,8,260,0.97,43300.48,421.21,0.99
12012,Altura,2020-11-01,5,251,0.98,19791.75,273.14,0.99
12013,Arañuel,2020-11-01,2,9,0.78,701.30,187.72,0.73
12014,Ares del Maestrat,2020-11-01,20,42,0.52,4078.23,631.15,0.85
12015,Argelita,2020-11-01,1,30,0.97,2087.58,46.92,0.98
12016,Artana,2020-11-01,6,125,0.95,12381.27,721.70,0.94
12017,Ayódar,2020-11-01,9,43,0.79,3955.37,531.81,0.87
12018,Azuébar,2020-11-01,0,63,1.00,4257.87,0.00,1.00
12020,Barracas,2020-11-01,2,17,0.88,2397.86,153.14,0.94
12021,Betxí,2020-11-01,32,144,0.78,33102.40,11474.61,0.65
12022,Bejís,2020-11-01,3,43,0.93,3973.33,83.96,0.98
12024,Benafer,2020-11-01,8,32,0.75,4009.09,2334.33,0.42
12025,Benafigos,2020-11-01,5,35,0.86,1920.20,145.98,0.92
12026,Benassal,2020-11-01,11,101,0.89,10730.89,2158.81,0.80
12027,Benicarló,2020-11-01,27,429,0.94,71413.30,1458.41,0.98
12028,Benicàssim / Benicasim,2020-11-01,67,877,0.92,113505.05,2882.98,0.97
12029,Benlloc,2020-11-01,1,63,0.98,6204.25,54.14,0.99
12031,Borriol,2020-11-01,60,272,0.78,46499.22,11293.66,0.76
12032,Borriana / Burriana,2020-11-01,42,615,0.93,90848.93,3535.61,0.96
12033,Cabanes,2020-11-01,48,253,0.81,42923.25,7308.70,0.83
12034,Càlig,2020-11-01,8,70,0.89,9040.82,845.26,0.91
12036,Canet lo Roig,2020-11-01,13,51,0.75,5823.78,1330.13,0.77
12037,Castell de Cabres,2020-11-01,0,7,1.00,729.40,0.00,1.00
12038,Castellfort,2020-11-01,0,39,1.00,2873.97,0.00,1.00
12039,Castellnovo,2020-11-01,5,63,0.92,6919.64,353.87,0.95
12040,Castelló de la Plana,2020-11-01,429,2666,0.84,354770.22,59180.77,0.83
12041,Castillo de Villamalefa,2020-11-01,4,70,0.94,4598.05,154.85,0.97
12042,Catí,2020-11-01,0,50,1.00,5472.41,0.00,1.00
12043,Caudiel,2020-11-01,18,83,0.78,7726.24,1456.16,0.81
12044,Cervera del Maestre,2020-11-01,14,48,0.71,4935.48,1243.12,0.75
12045,Cinctorres,2020-11-01,12,49,0.76,4807.96,1339.90,0.72
12046,Cirat,2020-11-01,4,55,0.93,4033.48,113.34,0.97
12048,Cortes de Arenoso,2020-11-01,22,55,0.60,5780.88,2963.04,0.49
12049,Costur,2020-11-01,4,53,0.92,5854.06,637.99,0.89
12050,les Coves de Vinromà,2020-11-01,10,75,0.87,13110.58,5156.29,0.61
12051,Culla,2020-11-01,6,41,0.85,3430.11,1279.40,0.63
12052,Xert,2020-11-01,17,57,0.70,6002.57,1212.20,0.80
12053,Xilxes / Chilches,2020-11-01,4,167,0.98,27870.24,469.09,0.98
12055,Xodos / Chodos,2020-11-01,0,57,1.00,3069.27,0.00,1.00
12056,Chóvar,2020-11-01,2,67,0.97,4404.69,93.76,0.98
12057,Eslida,2020-11-01,0,86,1.00,6667.54,0.00,1.00
12058,Espadilla,2020-11-01,5,8,0.38,1137.39,686.79,0.40
12059,Fanzara,2020-11-01,7,39,0.82,3073.65,627.83,0.80
12060,Figueroles,2020-11-01,3,44,0.93,4718.22,203.16,0.96
12061,Forcall,2020-11-01,12,51,0.76,4067.24,852.97,0.79
12063,Fuente la Reina,2020-11-01,2,7,0.71,461.89,31.88,0.93
12064,Fuentes de Ayódar,2020-11-01,11,14,0.21,948.13,670.68,0.29
12065,Gaibiel,2020-11-01,8,49,0.84,4746.21,931.23,0.80
12067,Geldo,2020-11-01,0,46,1.00,3925.48,0.00,1.00
12068,Herbers,2020-11-01,0,14,1.00,1334.28,0.00,1.00
12069,Higueras,2020-11-01,1,18,0.94,2027.58,805.19,0.60
12070,la Jana,2020-11-01,2,31,0.94,4660.30,434.27,0.91
12071,Jérica,2020-11-01,30,103,0.71,10850.19,3178.05,0.71
12072,Llucena / Lucena del Cid,2020-11-01,21,95,0.78,7984.95,2380.18,0.70
12073,Ludiente,2020-11-01,1,59,0.98,3822.11,27.12,0.99
12074,la Llosa,2020-11-01,31,75,0.59,6471.91,1469.62,0.77
12075,la Mata,2020-11-01,0,26,1.00,2253.41,0.00,1.00
12076,Matet,2020-11-01,1,45,0.98,2382.18,22.61,0.99
12077,Moncofa,2020-11-01,14,324,0.96,62720.21,2708.62,0.96
12078,Montán,2020-11-01,9,59,0.85,6793.31,2092.43,0.69
12079,Montanejos,2020-11-01,8,51,0.84,3895.26,366.13,0.91
12080,Morella,2020-11-01,34,149,0.77,20826.67,9537.78,0.54
12081,Navajas,2020-11-01,5,89,0.94,8623.37,138.70,0.98
12082,Nules,2020-11-01,17,295,0.94,43455.76,4140.87,0.90
12083,Olocau del Rey,2020-11-01,5,16,0.69,2176.34,991.84,0.54
12084,Onda,2020-11-01,50,559,0.91,80529.59,7457.40,0.91
12085,Orpesa / Oropesa del Mar,2020-11-01,58,666,0.91,107506.02,4723.94,0.96
12087,Palanques,2020-11-01,0,12,1.00,1038.34,0.00,1.00
12088,Pavías,2020-11-01,16,25,0.36,1591.32,851.74,0.46
12089,Peníscola / Peñíscola,2020-11-01,224,485,0.54,84871.45,27842.29,0.67
12090,Pina de Montalgrao,2020-11-01,5,33,0.85,2478.89,540.80,0.78
12091,Portell de Morella,2020-11-01,5,21,0.76,2638.44,627.16,0.76
12092,Puebla de Arenoso,2020-11-01,7,36,0.81,2865.94,762.50,0.73
12093,la Pobla de Benifassà,2020-11-01,24,99,0.76,7618.54,1609.36,0.79
12094,la Pobla Tornesa,2020-11-01,1,66,0.98,9064.74,95.18,0.99
12095,Ribesalbes,2020-11-01,11,51,0.78,5623.05,2147.39,0.62
12096,Rossell,2020-11-01,1,56,0.98,8279.74,176.40,0.98
12097,Sacañet,2020-11-01,0,47,1.00,2306.34,0.00,1.00
12098,la Salzadella,2020-11-01,7,36,0.81,4416.67,943.47,0.79
12099,Sant Jordi / San Jorge,2020-11-01,0,90,1.00,21810.08,0.00,1.00
12100,Sant Mateu,2020-11-01,6,84,0.93,10714.42,555.24,0.95
12101,San Rafael del Río,2020-11-01,2,49,0.96,4666.61,92.64,0.98
12102,Santa Magdalena de Pulpis,2020-11-01,0,36,1.00,4709.71,0.00,1.00
12103,la Serratella,2020-11-01,0,21,1.00,1576.30,0.00,1.00
12104,Segorbe,2020-11-01,84,361,0.77,37145.69,7749.16,0.79
12105,Sierra Engarcerán,2020-11-01,9,94,0.90,9331.14,657.03,0.93
12106,Soneja,2020-11-01,49,91,0.46,12957.99,5496.04,0.58
12107,Sot de Ferrer,2020-11-01,7,52,0.87,6175.25,897.93,0.85
12108,Suera / Sueras,2020-11-01,1,47,0.98,5204.50,310.23,0.94
12109,Tales,2020-11-01,9,56,0.84,5844.77,2117.75,0.64
12110,Teresa,2020-11-01,20,29,0.31,2251.50,1571.90,0.30
12111,Tírig,2020-11-01,0,51,1.00,5276.11,0.00,1.00
12112,Todolella,2020-11-01,3,20,0.85,3023.84,1008.36,0.67
12113,Toga,2020-11-01,0,30,1.00,1761.31,0.00,1.00
12114,Torás,2020-11-01,12,36,0.67,7781.01,4659.23,0.40
12115,El Toro,2020-11-01,4,65,0.94,6309.43,144.76,0.98
12116,Torralba del Pinar,2020-11-01,4,14,0.71,1141.76,274.14,0.76
12117,Torreblanca,2020-11-01,29,258,0.89,38740.89,5383.49,0.86
12118,Torrechiva,2020-11-01,2,29,0.93,1771.71,141.64,0.92
12119,la Torre d'en Besora,2020-11-01,4,25,0.84,2376.70,1267.76,0.47
12120,la Torre d'en Doménec,2020-11-01,3,31,0.90,3629.14,510.66,0.86
12121,Traiguera,2020-11-01,11,75,0.85,8021.99,1582.21,0.80
12122,les Useres / Useras,2020-11-01,5,40,0.88,4220.10,117.09,0.97
12123,Vallat,2020-11-01,4,28,0.86,1287.85,108.14,0.92
12124,Vall d'Alba,2020-11-01,54,198,0.73,24159.05,9508.27,0.61
12125,Vall de Almonacid,2020-11-01,3,72,0.96,4243.26,348.68,0.92
12126,la Vall d'Uixó,2020-11-01,74,871,0.92,99350.49,8346.06,0.92
12127,Vallibona,2020-11-01,2,33,0.94,1910.02,294.16,0.85
12128,Vilafamés,2020-11-01,15,101,0.85,16814.98,8489.98,0.50
12129,Vilafranca / Villafranca del Cid,2020-11-01,2,246,0.99,22485.18,521.75,0.98
12130,Villahermosa del Río,2020-11-01,7,63,0.89,4519.66,281.87,0.94
12131,Villamalur,2020-11-01,0,28,1.00,1837.57,0.00,1.00
12132,Vilanova d'Alcolea,2020-11-01,0,44,1.00,4905.93,0.00,1.00
12133,Villanueva de Viver,2020-11-01,1,27,0.96,1850.11,12.91,0.99
12134,Vilar de Canes,2020-11-01,1,27,0.96,1987.27,182.00,0.91
12135,Vila-real,2020-11-01,55,682,0.92,112523.09,8279.76,0.93
12136,la Vilavella,2020-11-01,0,120,1.00,12221.17,0.00,1.00
12137,Villores,2020-11-01,2,16,0.88,2045.47,177.00,0.91
12138,Vinaròs,2020-11-01,312,882,0.65,143698.00,37667.21,0.74
12139,Vistabella del Maestrat,2020-11-01,9,102,0.91,8512.41,793.70,0.91
12140,Viver,2020-11-01,20,107,0.81,11945.28,1426.71,0.88
12141,Zorita del Maestrazgo,2020-11-01,4,28,0.86,3558.44,555.35,0.84
12142,Zucaina,2020-11-01,1,92,0.99,4899.56,20.14,1.00
12901,les Alqueries / Alquerías del Niño Perdido,2020-11-01,11,189,0.94,31371.69,1274.00,0.96
12902,Sant Joan de Moró,2020-11-01,13,142,0.91,17442.34,739.87,0.96
46001,Ademuz,2020-11-01,24,72,0.67,7656.44,2668.79,0.65
46002,Ador,2020-11-01,1,48,0.98,7930.50,4.99,1.00
46003,Atzeneta d'Albaida,2020-11-01,10,68,0.85,5996.97,940.36,0.84
46004,Agullent,2020-11-01,21,85,0.75,15732.24,7537.41,0.52
46005,Alaquàs,2020-11-01,20,231,0.91,41458.46,1384.65,0.97
46006,Albaida,2020-11-01,39,222,0.82,24052.63,2380.31,0.90
46007,Albal,2020-11-01,35,240,0.85,47106.59,3797.08,0.92
46008,Albalat de la Ribera,2020-11-01,2,92,0.98,14084.22,116.47,0.99
46009,Albalat dels Sorells,2020-11-01,3,78,0.96,13346.48,163.02,0.99
46010,Albalat dels Tarongers,2020-11-01,19,126,0.85,20900.04,2658.49,0.87
46011,Alberic,2020-11-01,4,339,0.99,59242.12,250.67,1.00
46012,Alborache,2020-11-01,2,65,0.97,9400.92,61.79,0.99
46013,Alboraia / Alboraya,2020-11-01,31,306,0.90,44080.18,2231.23,0.95
46014,Albuixech,2020-11-01,8,78,0.90,13900.78,514.52,0.96
46015,Alcàsser,2020-11-01,9,184,0.95,28338.66,313.20,0.99
46016,Alcàntera de Xúquer,2020-11-01,4,47,0.91,5734.69,220.32,0.96
46017,Alzira,2020-11-01,82,746,0.89,112795.08,5297.79,0.95
46018,Alcublas,2020-11-01,0,83,1.00,6897.04,0.00,1.00
46019,l'Alcúdia,2020-11-01,0,359,1.00,52170.54,0.00,1.00
46020,l'Alcúdia de Crespins,2020-11-01,5,136,0.96,16902.20,285.83,0.98
46021,Aldaia,2020-11-01,27,405,0.93,57476.45,1516.48,0.97
46022,Alfafar,2020-11-01,9,176,0.95,27160.51,493.67,0.98
46023,Alfauir,2020-11-01,0,23,1.00,2315.31,0.00,1.00
46024,Alfara de la Baronia,2020-11-01,2,45,0.96,4542.85,416.32,0.91
46025,Alfara del Patriarca,2020-11-01,21,86,0.76,11500.62,2468.69,0.79
46026,Alfarp,2020-11-01,0,57,1.00,8226.72,0.00,1.00
46027,Alfarrasí,2020-11-01,0,42,1.00,5164.86,0.00,1.00
46028,Algar de Palancia,2020-11-01,0,76,1.00,8106.63,0.00,1.00
46029,Algemesí,2020-11-01,29,417,0.93,65864.04,4378.85,0.93
46030,Algímia d'Alfara,2020-11-01,0,60,1.00,7452.43,0.00,1.00
46031,Alginet,2020-11-01,7,263,0.97,48986.86,620.07,0.99
46032,Almàssera,2020-11-01,2,79,0.97,10621.50,234.83,0.98
46033,Almiserà,2020-11-01,0,20,1.00,1791.50,0.00,1.00
46034,Almoines,2020-11-01,4,58,0.93,6221.17,201.16,0.97
46035,Almussafes,2020-11-01,20,183,0.89,25233.32,1642.55,0.93
46036,Alpuente,2020-11-01,1,179,0.99,17523.20,201.63,0.99
46037,l'Alqueria de la Comtessa,2020-11-01,7,82,0.91,10147.85,966.25,0.90
46038,Andilla,2020-11-01,3,30,0.90,3233.67,129.67,0.96
46039,Anna,2020-11-01,5,96,0.95,11288.14,868.58,0.92
46040,Antella,2020-11-01,0,55,1.00,5551.22,0.00,1.00
46041,Aras de los Olmos,2020-11-01,8,88,0.91,8305.74,851.38,0.90
46042,Aielo de Malferit,2020-11-01,2,82,0.98,14533.41,509.77,0.96
46043,Aielo de Rugat,2020-11-01,3,10,0.70,1104.21,136.82,0.88
46044,Ayora,2020-11-01,6,149,0.96,15292.96,353.35,0.98
46045,Barxeta,2020-11-01,0,36,1.00,5847.92,0.00,1.00
46046,Barx,2020-11-01,6,96,0.94,16008.41,278.10,0.98
46047,Bèlgida,2020-11-01,1,62,0.98,5077.52,48.23,0.99
46048,Bellreguard,2020-11-01,12,155,0.92,23249.73,641.26,0.97
46049,Bellús,2020-11-01,0,26,1.00,2538.99,0.00,1.00
46050,Benagéber,2020-11-01,2,20,0.90,2519.99,337.67,0.87
46051,Benaguasil,2020-11-01,50,328,0.85,53246.25,3291.53,0.94
46052,Benavites,2020-11-01,0,31,1.00,3103.90,0.00,1.00
46053,Beneixida,2020-11-01,6,39,0.85,7445.80,1249.89,0.83
46054,Benetússer,2020-11-01,11,97,0.89,15467.91,589.04,0.96
46055,Beniarjó,2020-11-01,0,60,1.00,7896.05,0.00,1.00
46056,Beniatjar,2020-11-01,0,10,1.00,1388.91,0.00,1.00
46057,Benicolet,2020-11-01,1,31,0.97,2623.73,17.62,0.99
46058,Benifairó de les Valls,2020-11-01,1,28,0.96,6002.91,140.43,0.98
46059,Benifairó de la Valldigna,2020-11-01,0,47,1.00,6921.10,0.00,1.00
46060,Benifaió,2020-11-01,15,199,0.92,33327.78,1259.44,0.96
46061,Beniflá,2020-11-01,0,17,1.00,2866.30,0.00,1.00
46062,Benigànim,2020-11-01,10,135,0.93,19395.95,678.54,0.97
46063,Benimodo,2020-11-01,10,53,0.81,10149.92,853.99,0.92
46064,Benimuslem,2020-11-01,7,56,0.88,4921.71,492.99,0.90
46065,Beniparrell,2020-11-01,3,99,0.97,17283.60,263.70,0.98
46066,Benirredrà,2020-11-01,3,35,0.91,4283.38,129.25,0.97
46067,Benissanó,2020-11-01,24,85,0.72,10914.99,2731.49,0.75
46068,Benissoda,2020-11-01,2,28,0.93,2133.45,134.03,0.94
46069,Benissuera,2020-11-01,2,15,0.87,1537.60,93.48,0.94
46070,Bétera,2020-11-01,56,630,0.91,117745.39,4683.06,0.96
46071,Bicorp,2020-11-01,2,28,0.93,2813.21,91.98,0.97
46072,Bocairent,2020-11-01,55,164,0.66,14202.07,2826.99,0.80
46073,Bolbaite,2020-11-01,14,63,0.78,5334.58,893.37,0.83
46074,Bonrepòs i Mirambell,2020-11-01,12,48,0.75,9815.45,1222.66,0.88
46075,Bufali,2020-11-01,0,12,1.00,1980.95,0.00,1.00
46076,Bugarra,2020-11-01,0,42,1.00,4767.56,0.00,1.00
46077,Buñol,2020-11-01,29,175,0.83,22358.51,3448.97,0.85
46078,Burjassot,2020-11-01,73,342,0.79,43681.12,4963.47,0.89
46079,Calles,2020-11-01,0,53,1.00,6934.91,0.00,1.00
46080,Camporrobles,2020-11-01,21,122,0.83,15573.56,1694.82,0.89
46081,Canals,2020-11-01,23,252,0.91,28975.97,1311.95,0.95
46082,Canet d'en Berenguer,2020-11-01,20,187,0.89,27758.13,1490.47,0.95
