id;date;incomplete;total;percentage;length_incomplete;length_total;length_percentage
10106;ES-CC;ES-EX;Jarilla;2018-11-01;16;16;0;1546.89;1546.89;0
10107;ES-CC;ES-EX;Jerte;2018-11-01;33;58;0.43;3034.12;6968.55;0.56
10108;ES-CC;ES-EX;Ladrillar;2018-11-01;33;40;0.17;2624.34;3088.84;0.15
10109;ES-CC;ES-EX;Logrosán;2018-11-01;52;147;0.65;3827.60;15232.58;0.75
10110;ES-CC;ES-EX;Losar de la Vera;2018-11-01;49;170;0.71;6470.85;18630.32;0.65
10111;ES-CC;ES-EX;Madrigal de la Vera;2018-11-01;79;101;0.22;9569.42;14424.72;0.34
10112;ES-CC;ES-EX;Madrigalejo;2018-11-01;57;82;0.30;12152.66;15716.09;0.23
10113;ES-CC;ES-EX;Madroñera;2018-11-01;107;138;0.22;16159.09;21544.30;0.25
10114;ES-CC;ES-EX;Majadas;2018-11-01;16;16;0;2677.86;2677.86;0
10115;ES-CC;ES-EX;Malpartida de Cáceres;2018-11-01;57;210;0.73;5982.34;34070.10;0.82
10116;ES-CC;ES-EX;Malpartida de Plasencia;2018-11-01;22;238;0.91;3403.74;30364.49;0.89
10117;ES-CC;ES-EX;Marchagaz;2018-11-01;4;4;0;503.08;503.08;0
10118;ES-CC;ES-EX;Mata de Alcántara;2018-11-01;38;38;0;4679.86;4679.86;0
10119;ES-CC;ES-EX;Membrío;2018-11-01;46;46;0;8949.42;8949.42;0
10120;ES-CC;ES-EX;Mesas de Ibor;2018-11-01;26;58;0.55;1563.53;4537.77;0.66
10121;ES-CC;ES-EX;Miajadas;2018-11-01;180;262;0.31;38485.79;66513.80;0.42
10122;ES-CC;ES-EX;Millanes;2018-11-01;6;6;0;1887.15;1887.15;0
10123;ES-CC;ES-EX;Mirabel;2018-11-01;27;93;0.71;2607.87;8795.90;0.70
10124;ES-CC;ES-EX;Mohedas de Granadilla;2018-11-01;8;11;0.27;1330.12;1794.89;0.26
10125;ES-CC;ES-EX;Monroy;2018-11-01;8;104;0.92;426.18;10429.52;0.96
10126;ES-CC;ES-EX;Montánchez;2018-11-01;67;88;0.24;8825.45;12417.63;0.29
10127;ES-CC;ES-EX;Montehermoso;2018-11-01;183;197;0.07;25317.31;30409.49;0.17
10128;ES-CC;ES-EX;Moraleja;2018-11-01;81;275;0.71;13437.80;41906.04;0.68
10129;ES-CC;ES-EX;Morcillo;2018-11-01;43;43;0;4335.53;4335.53;0
10130;ES-CC;ES-EX;Navaconcejo;2018-11-01;49;49;0;6998.02;6998.02;0
10131;ES-CC;ES-EX;Navalmoral de la Mata;2018-11-01;110;484;0.77;10573.22;59966.64;0.82
10132;ES-CC;ES-EX;Navalvillar de Ibor;2018-11-01;2;37;0.95;184.34;3594.53;0.95
10133;ES-CC;ES-EX;Navas del Madroño;2018-11-01;51;64;0.20;6939.97;9758.08;0.29
10134;ES-CC;ES-EX;Navezuelas;2018-11-01;8;8;0;2120.13;2120.13;0
10135;ES-CC;ES-EX;Nuñomoral;2018-11-01;59;59;0;7829.12;7829.12;0
10136;ES-CC;ES-EX;Oliva de Plasencia;2018-11-01;5;7;0.29;1428.16;1527.35;0.06
10137;ES-CC;ES-EX;Palomero;2018-11-01;10;10;0;1256.27;1256.27;0
10138;ES-CC;ES-EX;Pasarón de la Vera;2018-11-01;58;74;0.22;5334.25;6719.59;0.21
10139;ES-CC;ES-EX;Pedroso de Acim;2018-11-01;17;18;0.06;1318.82;1611.58;0.18
10140;ES-CC;ES-EX;Peraleda de la Mata;2018-11-01;38;149;0.74;1885.00;12911.26;0.85
10141;ES-CC;ES-EX;Peraleda de San Román;2018-11-01;102;103;0.01;7411.62;7525.74;0.02
10142;ES-CC;ES-EX;Perales del Puerto;2018-11-01;21;24;0.12;3018.38;3364.96;0.10
10143;ES-CC;ES-EX;Pescueza;2018-11-01;23;24;0.04;2853.87;2979.82;0.04
10144;ES-CC;ES-EX;La Pesga;2018-11-01;5;7;0.29;1107.15;1381.29;0.20
10145;ES-CC;ES-EX;Piedras Albas;2018-11-01;16;19;0.16;2723.50;4177.11;0.35
10146;ES-CC;ES-EX;Pinofranqueado;2018-11-01;95;169;0.44;7503.32;15988.66;0.53
10147;ES-CC;ES-EX;Piornal;2018-11-01;56;165;0.66;4865.50;13390.12;0.64
10148;ES-CC;ES-EX;Plasencia;2018-11-01;244;869;0.72;21467.14;129796.51;0.83
10149;ES-CC;ES-EX;Plasenzuela;2018-11-01;26;28;0.07;2236.75;2350.74;0.05
10150;ES-CC;ES-EX;Portaje;2018-11-01;43;43;0;5277.87;5277.87;0
10151;ES-CC;ES-EX;Portezuelo;2018-11-01;22;22;0;4102.57;4102.57;0
10152;ES-CC;ES-EX;Pozuelo de Zarzón;2018-11-01;46;51;0.10;5890.25;7145.59;0.18
10153;ES-CC;ES-EX;Puerto de Santa Cruz;2018-11-01;17;17;0;2296.14;2296.14;0
10154;ES-CC;ES-EX;Rebollar;2018-11-01;2;2;0;176.39;176.39;0
10155;ES-CC;ES-EX;Riolobos;2018-11-01;50;58;0.14;9250.63;10702.29;0.14
10156;ES-CC;ES-EX;Robledillo de Gata;2018-11-01;16;22;0.27;1447.59;1932.71;0.25
10157;ES-CC;ES-EX;Robledillo de la Vera;2018-11-01;6;41;0.85;241.99;3338.43;0.93
10158;ES-CC;ES-EX;Robledillo de Trujillo;2018-11-01;45;45;0;5116.08;5116.08;0
10159;ES-CC;ES-EX;Robledollano;2018-11-01;1;12;0.92;7.37;1504.06;1.00
10160;ES-CC;ES-EX;Romangordo;2018-11-01;9;46;0.80;686.85;4091.51;0.83
10161;ES-CC;ES-EX;Ruanes;2018-11-01;10;10;0;2120.14;2120.14;0
10162;ES-CC;ES-EX;Salorino;2018-11-01;29;29;0;7103.72;7103.72;0
10163;ES-CC;ES-EX;Salvatierra de Santiago;2018-11-01;13;13;0;2983.09;2983.09;0
10164;ES-CC;ES-EX;San Martín de Trevejo;2018-11-01;30;67;0.55;2495.63;7059.33;0.65
10165;ES-CC;ES-EX;Santa Ana;2018-11-01;28;28;0;3389.02;3389.02;0
10166;ES-CC;ES-EX;Santa Cruz de la Sierra;2018-11-01;29;29;0;4079.50;4079.50;0
10167;ES-CC;ES-EX;Santa Cruz de Paniagua;2018-11-01;8;41;0.80;623.03;4428.39;0.86
10168;ES-CC;ES-EX;Santa Marta de Magasca;2018-11-01;41;44;0.07;4089.15;4666.78;0.12
10169;ES-CC;ES-EX;Santiago de Alcántara;2018-11-01;43;44;0.02;6937.24;7051.91;0.02
10170;ES-CC;ES-EX;Santiago del Campo;2018-11-01;20;63;0.68;1557.21;5756.08;0.73
10171;ES-CC;ES-EX;Santibáñez el Alto;2018-11-01;31;62;0.50;1762.61;4946.69;0.64
10172;ES-CC;ES-EX;Santibáñez el Bajo;2018-11-01;7;72;0.90;968.61;6608.40;0.85
10173;ES-CC;ES-EX;Saucedilla;2018-11-01;25;69;0.64;1566.39;8257.12;0.81
10174;ES-CC;ES-EX;Segura de Toro;2018-11-01;6;6;0;1048.32;1048.32;0
10175;ES-CC;ES-EX;Serradilla;2018-11-01;66;115;0.43;7776.77;15541.79;0.50
10176;ES-CC;ES-EX;Serrejón;2018-11-01;16;54;0.70;1445.64;5544.63;0.74
10177;ES-CC;ES-EX;Sierra de Fuentes;2018-11-01;31;151;0.79;1714.99;18244.39;0.91
10178;ES-CC;ES-EX;Talaván;2018-11-01;55;126;0.56;4896.94;11242.35;0.56
10179;ES-CC;ES-EX;Talaveruela de la Vera;2018-11-01;31;31;0;3618.35;3618.35;0
10180;ES-CC;ES-EX;Talayuela;2018-11-01;98;377;0.74;14466.20;51150.29;0.72
10181;ES-CC;ES-EX;Tejeda de Tiétar;2018-11-01;61;61;0;6737.34;6737.34;0
10182;ES-CC;ES-EX;Toril;2018-11-01;3;8;0.62;1077.99;1793.64;0.40
10183;ES-CC;ES-EX;Tornavacas;2018-11-01;59;66;0.11;6873.96;7370.56;0.07
10184;ES-CC;ES-EX;El Torno;2018-11-01;20;20;0;3099.39;3099.39;0
10185;ES-CC;ES-EX;Torrecilla de los Ángeles;2018-11-01;54;86;0.37;3261.07;6771.80;0.52
10186;ES-CC;ES-EX;Torrecillas de la Tiesa;2018-11-01;47;49;0.04;9460.72;10006.24;0.05
10187;ES-CC;ES-EX;Torre de Don Miguel;2018-11-01;43;92;0.53;1744.75;7840.59;0.78
10188;ES-CC;ES-EX;Torre de Santa María;2018-11-01;4;69;0.94;197.56;7102.01;0.97
10189;ES-CC;ES-EX;Torrejoncillo;2018-11-01;123;125;0.02;16401.21;19577.70;0.16
10190;ES-CC;ES-EX;Torrejón el Rubio;2018-11-01;28;108;0.74;1726.09;9243.87;0.81
10191;ES-CC;ES-EX;Torremenga;2018-11-01;28;32;0.12;4642.34;5128.96;0.09
10192;ES-CC;ES-EX;Torremocha;2018-11-01;61;78;0.22;7937.99;11531.36;0.31
10193;ES-CC;ES-EX;Torreorgaz;2018-11-01;28;90;0.69;3832.15;11776.90;0.67
10194;ES-CC;ES-EX;Torrequemada;2018-11-01;68;75;0.09;8840.35;9857.02;0.10
10196;ES-CC;ES-EX;Valdastillas;2018-11-01;15;17;0.12;1389.37;1511.39;0.08
10197;ES-CC;ES-EX;Valdecañas de Tajo;2018-11-01;13;13;0;1524.53;1524.53;0
10198;ES-CC;ES-EX;Valdefuentes;2018-11-01;57;96;0.41;8037.85;12751.79;0.37
10199;ES-CC;ES-EX;Valdehúncar;2018-11-01;20;64;0.69;1889.64;5283.31;0.64
10200;ES-CC;ES-EX;Valdelacasa de Tajo;2018-11-01;119;120;0.01;9969.38;10102.89;0.01
10201;ES-CC;ES-EX;Valdemorales;2018-11-01;34;34;0;3617.60;3617.60;0
10202;ES-CC;ES-EX;Valdeobispo;2018-11-01;37;38;0.03;3279.68;3684.14;0.11
10204;ES-CC;ES-EX;Valverde de la Vera;2018-11-01;2;42;0.95;136.86;3868.76;0.96
10205;ES-CC;ES-EX;Valverde del Fresno;2018-11-01;53;186;0.72;3369.59;22716.02;0.85
10206;ES-CC;ES-EX;Viandar de la Vera;2018-11-01;36;40;0.10;2688.33;3388.87;0.21
10207;ES-CC;ES-EX;Villa del Campo;2018-11-01;26;29;0.10;4722.24;4970.48;0.05
10208;ES-CC;ES-EX;Villa del Rey;2018-11-01;15;15;0;3340.70;3340.70;0
10209;ES-CC;ES-EX;Villamesías;2018-11-01;44;44;0;6423.23;6423.23;0
10210;ES-CC;ES-EX;Villamiel;2018-11-01;28;78;0.64;1721.52;5329.33;0.68
10211;ES-CC;ES-EX;Villanueva de la Sierra;2018-11-01;95;98;0.03;7559.73;8075.72;0.06
10212;ES-CC;ES-EX;Villanueva de la Vera;2018-11-01;48;96;0.50;6232.31;12130.65;0.49
10213;ES-CC;ES-EX;Villar del Pedroso;2018-11-01;45;89;0.49;5192.62;10602.28;0.51
10214;ES-CC;ES-EX;Villar de Plasencia;2018-11-01;17;18;0.06;2839.01;2940.67;0.03
10215;ES-CC;ES-EX;Villasbuenas de Gata;2018-11-01;6;12;0.50;888.64;2290.47;0.61
10216;ES-CC;ES-EX;Zarza de Granadilla;2018-11-01;103;108;0.05;14473.53;14848.21;0.03
10217;ES-CC;ES-EX;Zarza de Montánchez;2018-11-01;40;48;0.17;5618.28;6235.51;0.10
10218;ES-CC;ES-EX;Zarza la Mayor;2018-11-01;54;54;0;13694.20;13694.20;0
10219;ES-CC;ES-EX;Zorita;2018-11-01;53;65;0.18;9530.82;10836.70;0.12
10901;ES-CC;ES-EX;Rosalejo;2018-11-01;9;40;0.78;961.19;8856.76;0.89
10902;ES-CC;ES-EX;Vegaviana;2018-11-01;15;38;0.61;1503.85;8058.61;0.81
10903;ES-CC;ES-EX;Alagón del Río;2018-11-01;3;32;0.91;484.13;7686.22;0.94
10904;ES-CC;ES-EX;Tiétar;2018-11-01;25;25;0;5859.34;5859.34;0
10905;ES-CC;ES-EX;Pueblonuevo de Miramontes;2018-11-01;24;24;0;6406.08;6406.08;0
