id,name,date,incomplete,total,percentage
26077,Hornillos de Cameros,2021-01-31,11,35,0.69
26078,Hornos de Moncalvillo,2021-01-31,11,49,0.78
26079,Huércanos,2021-01-31,47,143,0.67
26080,Igea,2021-01-31,10,80,0.88
26081,Jalón de Cameros,2021-01-31,7,28,0.75
26082,Laguna de Cameros,2021-01-31,31,83,0.63
26083,Lagunilla del Jubera,2021-01-31,41,164,0.75
26084,Lardero,2021-01-31,36,708,0.95
26086,Ledesma de la Cogolla,2021-01-31,10,13,0.23
26087,Leiva,2021-01-31,25,135,0.81
26088,Leza de Río Leza,2021-01-31,17,53,0.68
26089,Logroño,2021-01-31,572,6205,0.91
26091,Lumbreras de Cameros,2021-01-31,53,292,0.82
26092,Manjarrés,2021-01-31,9,26,0.65
26093,Mansilla de la Sierra,2021-01-31,0,30,1.00
26094,Manzanares de Rioja,2021-01-31,18,35,0.49
26095,Matute,2021-01-31,15,70,0.79
26096,Medrano,2021-01-31,5,67,0.93
26098,Munilla,2021-01-31,11,106,0.90
26099,Murillo de Río Leza,2021-01-31,4,148,0.97
26100,Muro de Aguas,2021-01-31,38,583,0.93
26101,Muro en Cameros,2021-01-31,37,84,0.56
26102,Nájera,2021-01-31,92,554,0.83
26103,Nalda,2021-01-31,84,291,0.71
26104,Navajún,2021-01-31,0,7,1.00
26105,Navarrete,2021-01-31,44,543,0.92
26106,Nestares,2021-01-31,1,40,0.98
26107,Nieva de Cameros,2021-01-31,1,126,0.99
26108,Ocón,2021-01-31,50,173,0.71
26109,Ochánduri,2021-01-31,22,37,0.41
26110,Ojacastro,2021-01-31,4,180,0.98
26111,Ollauri,2021-01-31,36,54,0.33
26112,Ortigosa de Cameros,2021-01-31,7,87,0.92
26113,Pazuengos,2021-01-31,12,40,0.70
26114,Pedroso,2021-01-31,2,3,0.33
26115,Pinillos,2021-01-31,7,17,0.59
26117,Pradejón,2021-01-31,78,295,0.74
26118,Pradillo,2021-01-31,1,39,0.97
26119,Préjano,2021-01-31,32,324,0.90
26120,Quel,2021-01-31,44,237,0.81
26121,Rabanera,2021-01-31,6,13,0.54
26122,El Rasillo de Cameros,2021-01-31,2,83,0.98
26123,El Redal,2021-01-31,18,52,0.65
26124,Ribafrecha,2021-01-31,1,340,1.00
26125,Rincón de Soto,2021-01-31,72,309,0.77
26126,Robres del Castillo,2021-01-31,8,124,0.94
26127,Rodezno,2021-01-31,27,63,0.57
26128,Sajazarra,2021-01-31,12,105,0.89
26129,San Asensio,2021-01-31,72,224,0.68
26130,San Millán de la Cogolla,2021-01-31,14,81,0.83
26131,San Millán de Yécora,2021-01-31,12,22,0.45
26132,San Román de Cameros,2021-01-31,21,95,0.78
26134,Santa Coloma,2021-01-31,3,57,0.95
26135,Santa Engracia del Jubera,2021-01-31,29,220,0.87
26136,Santa Eulalia Bajera,2021-01-31,11,45,0.76
26138,Santo Domingo de la Calzada,2021-01-31,48,681,0.93
26139,San Torcuato,2021-01-31,9,13,0.31
26140,Santurde de Rioja,2021-01-31,2,38,0.95
26141,Santurdejo,2021-01-31,23,28,0.18
26142,San Vicente de la Sonsierra,2021-01-31,51,414,0.88
26143,Sojuela,2021-01-31,38,165,0.77
26144,Sorzano,2021-01-31,5,108,0.95
26145,Sotés,2021-01-31,14,115,0.88
26146,Soto en Cameros,2021-01-31,31,173,0.82
26147,Terroba,2021-01-31,4,25,0.84
26148,Tirgo,2021-01-31,20,115,0.83
26149,Tobía,2021-01-31,4,26,0.85
26150,Tormantos,2021-01-31,4,38,0.89
26151,Torrecilla en Cameros,2021-01-31,18,407,0.96
26152,Torrecilla sobre Alesanco,2021-01-31,11,25,0.56
26153,Torre en Cameros,2021-01-31,4,23,0.83
26154,Torremontalbo,2021-01-31,1,25,0.96
26155,Treviana,2021-01-31,31,85,0.64
26157,Tricio,2021-01-31,26,52,0.50
26158,Tudelilla,2021-01-31,18,46,0.61
26160,Uruñuela,2021-01-31,54,105,0.49
26161,Valdemadera,2021-01-31,0,18,1.00
26162,Valgañón,2021-01-31,3,81,0.96
26163,Ventosa,2021-01-31,19,86,0.78
26164,Ventrosa,2021-01-31,2,57,0.96
26165,Viguera,2021-01-31,28,220,0.87
26166,Villalba de Rioja,2021-01-31,13,60,0.78
26167,Villalobar de Rioja,2021-01-31,16,31,0.48
26168,Villamediana de Iregua,2021-01-31,80,324,0.75
26169,Villanueva de Cameros,2021-01-31,0,41,1.00
26170,El Villar de Arnedo,2021-01-31,35,194,0.82
26171,Villar de Torre,2021-01-31,18,31,0.42
26172,Villarejo,2021-01-31,2,20,0.90
26173,Villarroya,2021-01-31,1,90,0.99
26174,Villarta-Quintana,2021-01-31,3,79,0.96
26175,Villavelayo,2021-01-31,0,89,1.00
26176,Villaverde de Rioja,2021-01-31,11,13,0.15
26177,Villoslada de Cameros,2021-01-31,31,315,0.90
26178,Viniegra de Abajo,2021-01-31,2,141,0.99
26179,Viniegra de Arriba,2021-01-31,0,38,1.00
26180,Zarratón,2021-01-31,39,69,0.43
26181,Zarzosa,2021-01-31,3,18,0.83
26183,Zorraquín,2021-01-31,1,36,0.97
,"Mancomunidad de Nalda, Sorzano y Viguera",2021-01-31,0,4,1.00
