id,name,date,incomplete,total,percentage
04077,Rágol,2021-01-31,1,67,0.99
04078,Rioja,2021-01-31,2,313,0.99
04079,Roquetas de Mar,2021-01-31,277,3575,0.92
04080,Santa Cruz de Marchena,2021-01-31,5,82,0.94
04081,Santa Fe de Mondújar,2021-01-31,11,187,0.94
04082,Senés,2021-01-31,7,166,0.96
04083,Serón,2021-01-31,26,581,0.96
04084,Sierro,2021-01-31,6,102,0.94
04085,Somontín,2021-01-31,8,82,0.90
04086,Sorbas,2021-01-31,7,969,0.99
04087,Suflí,2021-01-31,4,61,0.93
04088,Tabernas,2021-01-31,76,1402,0.95
04089,Taberno,2021-01-31,20,225,0.91
04090,Tahal,2021-01-31,4,258,0.98
04091,Terque,2021-01-31,17,100,0.83
04092,Tíjola,2021-01-31,17,345,0.95
04093,Turre,2021-01-31,40,387,0.90
04094,Turrillas,2021-01-31,6,163,0.96
04095,Uleila del Campo,2021-01-31,11,206,0.95
04096,Urrácal,2021-01-31,9,87,0.90
04097,Velefique,2021-01-31,7,327,0.98
04098,Vélez-Blanco,2021-01-31,27,794,0.97
04099,Vélez-Rubio,2021-01-31,56,1043,0.95
04100,Vera,2021-01-31,648,2617,0.75
04101,Viator,2021-01-31,18,420,0.96
04102,Vícar,2021-01-31,69,1083,0.94
04103,Zurgena,2021-01-31,78,454,0.83
04901,Las Tres Villas,2021-01-31,10,176,0.94
04902,El Ejido,2021-01-31,241,4589,0.95
04903,La Mojonera,2021-01-31,14,470,0.97
04904,Balanegra,2021-01-31,2,137,0.99
11001,Alcalá de los Gazules,2021-01-31,21,719,0.97
11002,Alcalá del Valle,2021-01-31,76,113,0.33
11003,Algar,2021-01-31,7,130,0.95
11004,Algeciras,2021-01-31,1030,5831,0.82
11005,Algodonales,2021-01-31,42,471,0.91
11006,Arcos de la Frontera,2021-01-31,403,1693,0.76
11007,Barbate,2021-01-31,368,2370,0.84
11008,Los Barrios,2021-01-31,323,2135,0.85
11009,Benaocaz,2021-01-31,19,379,0.95
11010,Bornos,2021-01-31,27,343,0.92
11011,El Bosque,2021-01-31,40,221,0.82
11012,Cádiz,2021-01-31,201,3449,0.94
11013,Castellar de la Frontera,2021-01-31,35,614,0.94
11014,Conil de la Frontera,2021-01-31,413,2982,0.86
11015,Chiclana de la Frontera,2021-01-31,1207,7969,0.85
11016,Chipiona,2021-01-31,272,1325,0.79
11017,Espera,2021-01-31,79,139,0.43
11018,El Gastor,2021-01-31,25,222,0.89
11019,Grazalema,2021-01-31,44,519,0.92
11020,Jerez de la Frontera,2021-01-31,635,8835,0.93
11021,Jimena de la Frontera,2021-01-31,44,524,0.92
11022,La Línea de la Concepción,2021-01-31,513,2030,0.75
11023,Medina Sidonia,2021-01-31,164,1202,0.86
11024,Olvera,2021-01-31,31,545,0.94
11025,Paterna de Rivera,2021-01-31,24,328,0.93
11026,Prado del Rey,2021-01-31,34,277,0.88
11027,El Puerto de Santa María,2021-01-31,665,3644,0.82
11028,Puerto Real,2021-01-31,466,3030,0.85
11029,Puerto Serrano,2021-01-31,9,341,0.97
11030,Rota,2021-01-31,330,2244,0.85
11031,San Fernando,2021-01-31,448,3042,0.85
11032,Sanlúcar de Barrameda,2021-01-31,619,2277,0.73
11033,San Roque,2021-01-31,439,4527,0.90
11034,Setenil de las Bodegas,2021-01-31,36,233,0.85
11035,Tarifa,2021-01-31,513,4759,0.89
11036,Torre Alháquime,2021-01-31,33,49,0.33
11037,Trebujena,2021-01-31,109,371,0.71
11038,Ubrique,2021-01-31,149,762,0.80
11039,Vejer de la Frontera,2021-01-31,288,1928,0.85
11040,Villaluenga del Rosario,2021-01-31,36,125,0.71
11041,Villamartín,2021-01-31,82,616,0.87
11042,Zahara,2021-01-31,19,177,0.89
11901,Benalup-Casas Viejas,2021-01-31,84,350,0.76
11902,San José del Valle,2021-01-31,24,299,0.92
14001,Adamuz,2021-01-31,15,601,0.98
14002,Aguilar de la Frontera,2021-01-31,64,265,0.76
14003,Alcaracejos,2021-01-31,9,282,0.97
14004,Almedinilla,2021-01-31,14,177,0.92
14005,Almodóvar del Río,2021-01-31,74,645,0.89
14006,Añora,2021-01-31,10,168,0.94
14007,Baena,2021-01-31,93,820,0.89
14008,Belalcázar,2021-01-31,22,493,0.96
14009,Belmez,2021-01-31,36,313,0.88
14010,Benamejí,2021-01-31,11,229,0.95
14011,Los Blázquez,2021-01-31,2,130,0.98
14012,Bujalance,2021-01-31,46,353,0.87
14013,Cabra,2021-01-31,136,1036,0.87
14014,Cañete de las Torres,2021-01-31,16,207,0.92
14015,Carcabuey,2021-01-31,19,154,0.88
14016,Cardeña,2021-01-31,23,421,0.95
14017,La Carlota,2021-01-31,145,738,0.80
14018,El Carpio,2021-01-31,28,334,0.92
14019,Castro del Río,2021-01-31,17,355,0.95
14020,Conquista,2021-01-31,7,76,0.91
14021,Córdoba,2021-01-31,1904,12586,0.85
14022,Doña Mencía,2021-01-31,17,269,0.94
14023,Dos Torres,2021-01-31,28,266,0.89
14024,Encinas Reales,2021-01-31,8,186,0.96
14025,Espejo,2021-01-31,26,232,0.89
14026,Espiel,2021-01-31,26,551,0.95
14027,Fernán-Núñez,2021-01-31,23,340,0.93
14028,Fuente la Lancha,2021-01-31,2,48,0.96
14029,Fuente Obejuna,2021-01-31,145,929,0.84
14030,Fuente Palmera,2021-01-31,162,492,0.67
14031,Fuente-Tójar,2021-01-31,0,54,1.00
14032,La Granjuela,2021-01-31,7,91,0.92
14033,Guadalcázar,2021-01-31,6,126,0.95
14034,El Guijo,2021-01-31,3,62,0.95
14035,Hinojosa del Duque,2021-01-31,17,570,0.97
14036,Hornachuelos,2021-01-31,42,739,0.94
14037,Iznájar,2021-01-31,28,357,0.92
14038,Lucena,2021-01-31,156,1531,0.90
14039,Luque,2021-01-31,21,372,0.94
14040,Montalbán de Córdoba,2021-01-31,26,333,0.92
14041,Montemayor,2021-01-31,21,178,0.88
14042,Montilla,2021-01-31,77,834,0.91
14043,Montoro,2021-01-31,45,864,0.95
14044,Monturque,2021-01-31,3,151,0.98
14045,Moriles,2021-01-31,5,113,0.96
14046,Nueva Carteya,2021-01-31,22,214,0.90
14047,Obejo,2021-01-31,19,290,0.93
14048,Palenciana,2021-01-31,2,81,0.98
14049,Palma del Río,2021-01-31,61,789,0.92
14050,Pedro Abad,2021-01-31,7,199,0.96
14051,Pedroche,2021-01-31,9,169,0.95
14052,Peñarroya-Pueblonuevo,2021-01-31,141,521,0.73
14053,Posadas,2021-01-31,40,584,0.93
14054,Pozoblanco,2021-01-31,53,961,0.94
14055,Priego de Córdoba,2021-01-31,139,1335,0.90
14056,Puente Genil,2021-01-31,133,831,0.84
14057,La Rambla,2021-01-31,23,382,0.94
14058,Rute,2021-01-31,95,231,0.59
14059,San Sebastián de los Ballesteros,2021-01-31,3,89,0.97
14060,Santaella,2021-01-31,35,410,0.91
14061,Santa Eufemia,2021-01-31,4,200,0.98
14062,Torrecampo,2021-01-31,10,204,0.95
14063,Valenzuela,2021-01-31,4,77,0.95
14064,Valsequillo,2021-01-31,3,164,0.98
14065,La Victoria,2021-01-31,13,138,0.91
14066,Villa del Río,2021-01-31,20,352,0.94
14067,Villafranca de Córdoba,2021-01-31,28,330,0.92
14068,Villaharta,2021-01-31,11,87,0.87
14069,Villanueva de Córdoba,2021-01-31,15,646,0.98
14070,Villanueva del Duque,2021-01-31,11,223,0.95
14071,Villanueva del Rey,2021-01-31,3,151,0.98
14072,Villaralto,2021-01-31,3,95,0.97
14073,Villaviciosa de Córdoba,2021-01-31,13,388,0.97
14074,El Viso,2021-01-31,12,265,0.95
14075,Zuheros,2021-01-31,7,155,0.95
14901,Fuente Carreteros,2021-01-31,10,11,0.09
14902,La Guijarrosa,2021-01-31,24,34,0.29
18001,Agrón,2021-01-31,0,79,1.00
18002,Alamedilla,2021-01-31,0,167,1.00
18003,Albolote,2021-01-31,18,2009,0.99
18004,Albondón,2021-01-31,0,213,1.00
18005,Albuñán,2021-01-31,0,117,1.00
18006,Albuñol,2021-01-31,2,844,1.00
18007,Albuñuelas,2021-01-31,0,278,1.00
18010,Aldeire,2021-01-31,1,408,1.00
18011,Alfacar,2021-01-31,1,519,1.00
18012,Algarinejo,2021-01-31,0,317,1.00
18013,Alhama de Granada,2021-01-31,0,1133,1.00
18014,Alhendín,2021-01-31,3,779,1.00
18015,Alicún de Ortega,2021-01-31,0,93,1.00
18016,Almegíjar,2021-01-31,1,148,0.99
18017,Almuñécar,2021-01-31,0,2694,1.00
18018,Alquife,2021-01-31,0,210,1.00
18020,Arenas del Rey,2021-01-31,0,239,1.00
18021,Armilla,2021-01-31,14,1776,0.99
18022,Atarfe,2021-01-31,1,5846,1.00
18023,Baza,2021-01-31,7,2229,1.00
18024,Beas de Granada,2021-01-31,0,196,1.00
18025,Beas de Guadix,2021-01-31,0,89,1.00
18027,Benalúa,2021-01-31,2,404,1.00
18028,Benalúa de las Villas,2021-01-31,0,156,1.00
18029,Benamaurel,2021-01-31,0,512,1.00
18030,Bérchules,2021-01-31,0,237,1.00
18032,Bubión,2021-01-31,1,124,0.99
18033,Busquístar,2021-01-31,3,168,0.98
18034,Cacín,2021-01-31,0,154,1.00
18035,Cádiar,2021-01-31,1,535,1.00
18036,Cájar,2021-01-31,3,230,0.99
18037,Calicasas,2021-01-31,0,86,1.00
18038,Campotéjar,2021-01-31,0,206,1.00
18039,Caniles,2021-01-31,2,910,1.00
18040,Cáñar,2021-01-31,1,202,1.00
18042,Capileira,2021-01-31,1,412,1.00
18043,Carataunas,2021-01-31,0,44,1.00
18044,Cástaras,2021-01-31,0,107,1.00
18045,Castilléjar,2021-01-31,0,408,1.00
18046,Castril,2021-01-31,0,717,1.00
18047,Cenes de la Vega,2021-01-31,2,281,0.99
18048,Cijuela,2021-01-31,2,166,0.99
18049,Cogollos de Guadix,2021-01-31,1,162,0.99
18050,Cogollos de la Vega,2021-01-31,0,333,1.00
18051,Colomera,2021-01-31,0,290,1.00
18053,Cortes de Baza,2021-01-31,2,573,1.00
18054,Cortes y Graena,2021-01-31,0,263,1.00
18056,Cúllar,2021-01-31,1,1155,1.00
18057,Cúllar Vega,2021-01-31,0,312,1.00
18059,Chauchina,2021-01-31,2,613,1.00
18061,Chimeneas,2021-01-31,0,236,1.00
18062,Churriana de la Vega,2021-01-31,3,602,1.00
18063,Darro,2021-01-31,0,250,1.00
18064,Dehesas de Guadix,2021-01-31,0,90,1.00
18065,Dehesas Viejas,2021-01-31,0,126,1.00
18066,Deifontes,2021-01-31,0,274,1.00
18067,Diezma,2021-01-31,0,277,1.00
18068,Dílar,2021-01-31,1,698,1.00
18069,Dólar,2021-01-31,1,453,1.00
18070,Dúdar,2021-01-31,0,76,1.00
18071,Dúrcal,2021-01-31,2,797,1.00
18072,Escúzar,2021-01-31,1,258,1.00
18074,Ferreira,2021-01-31,0,223,1.00
18076,Fonelas,2021-01-31,0,159,1.00
18077,Fornes,2021-01-31,0,98,1.00
18078,Freila,2021-01-31,0,240,1.00
18079,Fuente Vaqueros,2021-01-31,2,380,0.99
18082,Galera,2021-01-31,2,477,1.00
18083,Gobernador,2021-01-31,0,109,1.00
18084,Gójar,2021-01-31,0,352,1.00
18085,Gor,2021-01-31,0,444,1.00
18086,Gorafe,2021-01-31,0,188,1.00
18087,Granada,2021-01-31,13,28240,1.00
18088,Guadahortuna,2021-01-31,0,225,1.00
18089,Guadix,2021-01-31,4,2036,1.00
18093,Gualchos,2021-01-31,2,835,1.00
18094,Güéjar Sierra,2021-01-31,1,990,1.00
18095,Güevéjar,2021-01-31,0,191,1.00
18096,Huélago,2021-01-31,4,102,0.96
18097,Huéneja,2021-01-31,0,1145,1.00
18098,Huéscar,2021-01-31,2,942,1.00
18099,Huétor de Santillán,2021-01-31,1,537,1.00
18100,Huétor Tájar,2021-01-31,6,1391,1.00
18101,Huétor Vega,2021-01-31,11,659,0.98
18102,Íllora,2021-01-31,1,1185,1.00
18103,Ítrabo,2021-01-31,0,244,1.00
18105,Iznalloz,2021-01-31,0,874,1.00
18106,Játar,2021-01-31,0,81,1.00
18107,Jayena,2021-01-31,0,172,1.00
18108,Jérez del Marquesado,2021-01-31,5,358,0.99
18109,Jete,2021-01-31,0,104,1.00
18111,Jun,2021-01-31,0,358,1.00
18112,Juviles,2021-01-31,0,116,1.00
18114,La Calahorra,2021-01-31,0,493,1.00
18115,Láchar,2021-01-31,0,321,1.00
18116,Lanjarón,2021-01-31,4,815,1.00
18117,Lanteira,2021-01-31,0,117,1.00
18119,Lecrín,2021-01-31,1,548,1.00
18120,Lentegí,2021-01-31,1,130,0.99
18121,Lobras,2021-01-31,0,122,1.00
18122,Loja,2021-01-31,10,3030,1.00
18123,Lugros,2021-01-31,0,133,1.00
18124,Lújar,2021-01-31,6,293,0.98
18126,La Malahá,2021-01-31,0,268,1.00
18127,Maracena,2021-01-31,11,825,0.99
18128,Marchal,2021-01-31,1,72,0.99
18132,Moclín,2021-01-31,1,687,1.00
18133,Molvízar,2021-01-31,0,375,1.00
18134,Monachil,2021-01-31,2,1364,1.00
18135,Montefrío,2021-01-31,0,861,1.00
18136,Montejícar,2021-01-31,2,151,0.99
18137,Montillana,2021-01-31,0,186,1.00
18138,Moraleda de Zafayona,2021-01-31,1,807,1.00
18140,Motril,2021-01-31,30,4217,0.99
18141,Murtas,2021-01-31,0,217,1.00
18143,Nigüelas,2021-01-31,0,310,1.00
18144,Nívar,2021-01-31,0,172,1.00
18145,Ogíjares,2021-01-31,1,841,1.00
18146,Orce,2021-01-31,3,635,1.00
18147,Órgiva,2021-01-31,1,887,1.00
18148,Otívar,2021-01-31,0,185,1.00
18149,Villa de Otura,2021-01-31,2,725,1.00
18150,Padul,2021-01-31,0,949,1.00
18151,Pampaneira,2021-01-31,8,222,0.96
18152,Pedro Martínez,2021-01-31,2,218,0.99
18153,Peligros,2021-01-31,9,694,0.99
18154,La Peza,2021-01-31,1,330,1.00
18157,Pinos Genil,2021-01-31,2,246,0.99
18158,Pinos Puente,2021-01-31,0,1027,1.00
18159,Píñar,2021-01-31,0,376,1.00
18161,Polícar,2021-01-31,0,64,1.00
18162,Polopos,2021-01-31,0,336,1.00
18163,Pórtugos,2021-01-31,0,132,1.00
18164,Puebla de Don Fadrique,2021-01-31,1,837,1.00
18165,Pulianas,2021-01-31,1,544,1.00
18167,Purullena,2021-01-31,0,308,1.00
18168,Quéntar,2021-01-31,0,269,1.00
18170,Rubite,2021-01-31,0,180,1.00
18171,Salar,2021-01-31,0,392,1.00
18173,Salobreña,2021-01-31,10,1669,0.99
18174,Santa Cruz del Comercio,2021-01-31,0,117,1.00
18175,Santa Fe,2021-01-31,10,1170,0.99
18176,Soportújar,2021-01-31,0,119,1.00
18177,Sorvilán,2021-01-31,0,190,1.00
18178,Torre-Cardela,2021-01-31,3,108,0.97
18179,Torvizcón,2021-01-31,0,231,1.00
18180,Trevélez,2021-01-31,0,323,1.00
18181,Turón,2021-01-31,2,147,0.99
18182,Ugíjar,2021-01-31,2,608,1.00
18183,Válor,2021-01-31,1,463,1.00
18184,Vélez de Benaudalla,2021-01-31,9,738,0.99
18185,Ventas de Huelma,2021-01-31,0,149,1.00
18187,Villanueva de las Torres,2021-01-31,0,147,1.00
18188,Villanueva Mesía,2021-01-31,0,301,1.00
18189,Víznar,2021-01-31,2,284,0.99
18192,Zafarraya,2021-01-31,0,292,1.00
18193,La Zubia,2021-01-31,13,1371,0.99
18194,Zújar,2021-01-31,1,470,1.00
18901,La Taha,2021-01-31,2,323,0.99
18902,El Valle,2021-01-31,1,314,1.00
18903,Nevada,2021-01-31,2,669,1.00
18904,Alpujarra de la Sierra,2021-01-31,3,387,0.99
18905,Las Gabias,2021-01-31,12,1250,0.99
18906,Los Guájares,2021-01-31,0,322,1.00
18907,Valle del Zalabí,2021-01-31,1,639,1.00
18908,Villamena,2021-01-31,0,253,1.00
18909,Morelábor,2021-01-31,4,175,0.98
18910,El Pinar,2021-01-31,0,305,1.00
18911,Vegas del Genil,2021-01-31,0,586,1.00
18912,Cuevas del Campo,2021-01-31,0,394,1.00
18913,Zagra,2021-01-31,0,75,1.00
18914,Valderrubio,2021-01-31,0,170,1.00
18915,Domingo Pérez de Granada,2021-01-31,3,205,0.99
18916,Torrenueva Costa,2021-01-31,1,253,1.00
21001,Alájar,2021-01-31,30,224,0.87
21002,Aljaraque,2021-01-31,281,1497,0.81
21003,El Almendro,2021-01-31,32,126,0.75
21004,Almonaster la Real,2021-01-31,69,572,0.88
21005,Almonte,2021-01-31,392,2456,0.84
21006,Alosno,2021-01-31,83,315,0.74
21007,Aracena,2021-01-31,173,1427,0.88
21008,Aroche,2021-01-31,27,242,0.89
21009,Arroyomolinos de León,2021-01-31,24,131,0.82
21010,Ayamonte,2021-01-31,342,1808,0.81
21011,Beas,2021-01-31,40,334,0.88
21012,Berrocal,2021-01-31,8,109,0.93
21013,Bollullos Par del Condado,2021-01-31,55,599,0.91
21014,Bonares,2021-01-31,71,206,0.66
21015,Cabezas Rubias,2021-01-31,11,97,0.89
21016,Cala,2021-01-31,15,145,0.90
21017,Calañas,2021-01-31,27,304,0.91
21018,El Campillo,2021-01-31,33,236,0.86
21019,Campofrío,2021-01-31,27,116,0.77
21020,Cañaveral de León,2021-01-31,5,62,0.92
21021,Cartaya,2021-01-31,123,2046,0.94
21022,Castaño del Robledo,2021-01-31,17,97,0.82
21023,El Cerro de Andévalo,2021-01-31,25,133,0.81
21024,Corteconcepción,2021-01-31,19,90,0.79
21025,Cortegana,2021-01-31,99,343,0.71
21026,Cortelazor,2021-01-31,8,103,0.92
21027,Cumbres de Enmedio,2021-01-31,0,63,1.00
21028,Cumbres de San Bartolomé,2021-01-31,10,61,0.84
21029,Cumbres Mayores,2021-01-31,48,314,0.85
21030,Chucena,2021-01-31,23,210,0.89
21031,Encinasola,2021-01-31,9,232,0.96
21032,Escacena del Campo,2021-01-31,21,224,0.91
21033,Fuenteheridos,2021-01-31,25,175,0.86
21034,Galaroza,2021-01-31,39,202,0.81
21035,Gibraleón,2021-01-31,99,998,0.90
21036,La Granada de Río-Tinto,2021-01-31,6,71,0.92
21037,El Granado,2021-01-31,11,131,0.92
21038,Higuera de la Sierra,2021-01-31,16,166,0.90
21039,Hinojales,2021-01-31,10,47,0.79
21040,Hinojos,2021-01-31,42,433,0.90
21041,Huelva,2021-01-31,559,5867,0.90
21042,Isla Cristina,2021-01-31,132,962,0.86
21043,Jabugo,2021-01-31,67,305,0.78
21044,Lepe,2021-01-31,165,1487,0.89
21045,Linares de la Sierra,2021-01-31,24,136,0.82
21046,Lucena del Puerto,2021-01-31,18,179,0.90
21047,Manzanilla,2021-01-31,12,201,0.94
21048,Los Marines,2021-01-31,10,110,0.91
21049,Minas de Riotinto,2021-01-31,85,370,0.77
21050,Moguer,2021-01-31,121,1169,0.90
21051,La Nava,2021-01-31,7,89,0.92
21052,Nerva,2021-01-31,242,691,0.65
21053,Niebla,2021-01-31,25,392,0.94
21054,La Palma del Condado,2021-01-31,46,555,0.92
21055,Palos de la Frontera,2021-01-31,89,1001,0.91
21056,Paterna del Campo,2021-01-31,20,195,0.90
21057,Paymogo,2021-01-31,22,82,0.73
21058,Puebla de Guzmán,2021-01-31,50,358,0.86
21059,Puerto Moral,2021-01-31,8,48,0.83
21060,Punta Umbría,2021-01-31,164,1080,0.85
21061,Rociana del Condado,2021-01-31,64,248,0.74
21062,Rosal de la Frontera,2021-01-31,5,147,0.97
21063,San Bartolomé de la Torre,2021-01-31,28,188,0.85
21064,San Juan del Puerto,2021-01-31,65,506,0.87
21065,Sanlúcar de Guadiana,2021-01-31,17,120,0.86
21066,San Silvestre de Guzmán,2021-01-31,20,109,0.82
21067,Santa Ana la Real,2021-01-31,35,164,0.79
21068,Santa Bárbara de Casa,2021-01-31,7,159,0.96
21069,Santa Olalla del Cala,2021-01-31,15,322,0.95
21070,Trigueros,2021-01-31,54,335,0.84
21071,Valdelarco,2021-01-31,6,68,0.91
21072,Valverde del Camino,2021-01-31,77,745,0.90
21073,Villablanca,2021-01-31,21,149,0.86
21074,Villalba del Alcor,2021-01-31,19,228,0.92
21075,Villanueva de las Cruces,2021-01-31,10,50,0.80
21076,Villanueva de los Castillejos,2021-01-31,39,205,0.81
21077,Villarrasa,2021-01-31,18,132,0.86
21078,Zalamea la Real,2021-01-31,55,507,0.89
21079,Zufre,2021-01-31,19,177,0.89
21902,La Zarza-Perrunal,2021-01-31,35,103,0.66
23001,Albanchez de Mágina,2021-01-31,20,155,0.87
23002,Alcalá la Real,2021-01-31,140,1264,0.89
23003,Alcaudete,2021-01-31,54,639,0.92
23004,Aldeaquemada,2021-01-31,3,198,0.98
23005,Andújar,2021-01-31,216,2606,0.92
23006,Arjona,2021-01-31,5,246,0.98
23007,Arjonilla,2021-01-31,19,345,0.94
23008,Arquillos,2021-01-31,6,146,0.96
23009,Baeza,2021-01-31,103,1437,0.93
23010,Bailén,2021-01-31,118,645,0.82
23011,Baños de la Encina,2021-01-31,49,539,0.91
23012,Beas de Segura,2021-01-31,26,446,0.94
23014,Begíjar,2021-01-31,12,285,0.96
23015,Bélmez de la Moraleda,2021-01-31,7,154,0.95
23016,Benatae,2021-01-31,7,151,0.95
23017,Cabra del Santo Cristo,2021-01-31,14,162,0.91
23018,Cambil,2021-01-31,47,426,0.89
23019,Campillo de Arenas,2021-01-31,8,267,0.97
23020,Canena,2021-01-31,18,226,0.92
23021,Carboneros,2021-01-31,13,114,0.89
23024,La Carolina,2021-01-31,113,721,0.84
23025,Castellar,2021-01-31,9,248,0.96
23026,Castillo de Locubín,2021-01-31,24,276,0.91
23027,Cazalilla,2021-01-31,8,83,0.90
23028,Cazorla,2021-01-31,23,1088,0.98
23029,Chiclana de Segura,2021-01-31,56,270,0.79
23030,Chilluévar,2021-01-31,9,159,0.94
23031,Escañuela,2021-01-31,9,69,0.87
23032,Espeluy,2021-01-31,5,78,0.94
23033,Frailes,2021-01-31,8,128,0.94
23034,Fuensanta de Martos,2021-01-31,22,167,0.87
23035,Fuerte del Rey,2021-01-31,3,138,0.98
23037,Génave,2021-01-31,3,136,0.98
23038,La Guardia de Jaén,2021-01-31,11,248,0.96
23039,Guarromán,2021-01-31,34,430,0.92
23040,Lahiguera,2021-01-31,13,153,0.92
23041,Higuera de Calatrava,2021-01-31,6,72,0.92
23042,Hinojares,2021-01-31,8,66,0.88
23043,Hornos,2021-01-31,28,296,0.91
23044,Huelma,2021-01-31,25,320,0.92
23045,Huesa,2021-01-31,13,371,0.96
23046,Ibros,2021-01-31,10,281,0.96
23047,La Iruela,2021-01-31,14,769,0.98
23048,Iznatoraf,2021-01-31,5,186,0.97
23049,Jabalquinto,2021-01-31,20,271,0.93
23050,Jaén,2021-01-31,467,5215,0.91
23051,Jamilena,2021-01-31,7,162,0.96
23052,Jimena,2021-01-31,5,103,0.95
23053,Jódar,2021-01-31,100,423,0.76
23054,Larva,2021-01-31,6,70,0.91
23055,Linares,2021-01-31,213,2226,0.90
23056,Lopera,2021-01-31,10,295,0.97
23057,Lupión,2021-01-31,4,81,0.95
23058,Mancha Real,2021-01-31,29,434,0.93
23059,Marmolejo,2021-01-31,19,682,0.97
23060,Martos,2021-01-31,39,1263,0.97
23061,Mengíbar,2021-01-31,138,403,0.66
23062,Montizón,2021-01-31,6,202,0.97
23063,Navas de San Juan,2021-01-31,7,220,0.97
23064,Noalejo,2021-01-31,23,170,0.86
23065,Orcera,2021-01-31,32,323,0.90
23066,Peal de Becerro,2021-01-31,22,560,0.96
23067,Pegalajar,2021-01-31,32,262,0.88
23069,Porcuna,2021-01-31,22,356,0.94
23070,Pozo Alcón,2021-01-31,72,678,0.89
23071,Puente de Génave,2021-01-31,62,446,0.86
23072,La Puerta de Segura,2021-01-31,61,368,0.83
23073,Quesada,2021-01-31,34,777,0.96
23074,Rus,2021-01-31,30,388,0.92
23075,Sabiote,2021-01-31,20,280,0.93
23076,Santa Elena,2021-01-31,11,476,0.98
23077,Santiago de Calatrava,2021-01-31,6,92,0.93
23079,Santisteban del Puerto,2021-01-31,10,402,0.98
23080,Santo Tomé,2021-01-31,11,305,0.96
23081,Segura de la Sierra,2021-01-31,40,489,0.92
23082,Siles,2021-01-31,6,1486,1.00
