id,name,date,incomplete,total,percentage
03058,Cox,2021-01-31,37,569,0.93
03059,Crevillent,2021-01-31,312,2300,0.86
03060,Quatretondeta,2021-01-31,0,206,1.00
03061,Daya Nueva,2021-01-31,0,279,1.00
03062,Daya Vieja,2021-01-31,10,159,0.94
03063,Dénia,2021-01-31,557,4638,0.88
03064,Dolores,2021-01-31,0,544,1.00
03065,Elx / Elche,2021-01-31,1631,14240,0.89
03066,Elda,2021-01-31,157,2183,0.93
03067,Facheca,2021-01-31,0,133,1.00
03068,Famorca,2021-01-31,0,90,1.00
03069,Finestrat,2021-01-31,218,1122,0.81
03070,Formentera del Segura,2021-01-31,0,313,1.00
03071,Gata de Gorgos,2021-01-31,59,925,0.94
03072,Gaianes,2021-01-31,0,110,1.00
03073,Gorga,2021-01-31,4,95,0.96
03074,Granja de Rocamora,2021-01-31,15,153,0.90
03075,el Castell de Guadalest,2021-01-31,6,217,0.97
03076,Guardamar del Segura,2021-01-31,52,3070,0.98
03077,el Fondó de les Neus / Hondón de las Nieves,2021-01-31,20,405,0.95
03078,Hondón de los Frailes,2021-01-31,4,180,0.98
03079,Ibi,2021-01-31,121,1249,0.90
03080,Jacarilla,2021-01-31,14,358,0.96
03081,Xaló,2021-01-31,16,934,0.98
03082,Xàbia / Jávea,2021-01-31,651,3682,0.82
03083,Xixona / Jijona,2021-01-31,47,1058,0.96
03084,l'Orxa / Lorcha,2021-01-31,2,220,0.99
03085,Llíber,2021-01-31,6,653,0.99
03086,Millena,2021-01-31,2,53,0.96
03088,Monforte del Cid,2021-01-31,75,1223,0.94
03089,Monòver / Monóvar,2021-01-31,104,1088,0.90
03090,Mutxamel,2021-01-31,142,1214,0.88
03091,Murla,2021-01-31,2,216,0.99
03092,Muro de Alcoy,2021-01-31,56,743,0.92
03093,Novelda,2021-01-31,29,1132,0.97
03094,la Nucia,2021-01-31,197,1007,0.80
03095,Ondara,2021-01-31,36,933,0.96
03096,Onil,2021-01-31,43,653,0.93
03097,Orba,2021-01-31,31,516,0.94
03098,Orxeta,2021-01-31,2,168,0.99
03099,Orihuela,2021-01-31,774,10461,0.93
03100,Parcent,2021-01-31,4,380,0.99
03101,Pedreguer,2021-01-31,48,1673,0.97
03102,Pego,2021-01-31,39,1318,0.97
03103,Penàguila,2021-01-31,5,127,0.96
03104,Petrer,2021-01-31,174,3797,0.95
03105,el Pinós / Pinoso,2021-01-31,60,664,0.91
03106,Planes,2021-01-31,31,423,0.93
03107,Polop,2021-01-31,30,593,0.95
03109,Rafal,2021-01-31,10,243,0.96
03110,el Ràfol d'Almúnia,2021-01-31,21,141,0.85
03111,Redován,2021-01-31,71,463,0.85
03112,Relleu,2021-01-31,7,188,0.96
03113,Rojales,2021-01-31,260,2253,0.88
03114,la Romana,2021-01-31,14,368,0.96
03115,Sagra,2021-01-31,5,104,0.95
03116,Salinas,2021-01-31,20,353,0.94
03117,Sanet y Negrals,2021-01-31,8,229,0.97
03118,San Fulgencio,2021-01-31,67,1651,0.96
03119,Sant Joan d'Alacant,2021-01-31,40,841,0.95
03120,San Miguel de Salinas,2021-01-31,29,1835,0.98
03121,Santa Pola,2021-01-31,100,2726,0.96
03122,Sant Vicent del Raspeig / San Vicente del Raspeig,2021-01-31,161,2682,0.94
03123,Sax,2021-01-31,21,1412,0.99
03124,Sella,2021-01-31,18,324,0.94
03125,Senija,2021-01-31,7,216,0.97
03127,Tàrbena,2021-01-31,1,344,1.00
03128,Teulada,2021-01-31,250,1634,0.85
03129,Tibi,2021-01-31,13,575,0.98
03130,Tollos,2021-01-31,1,118,0.99
03131,Tormos,2021-01-31,8,118,0.93
03132,la Torre de les Maçanes / Torremanzanas,2021-01-31,18,195,0.91
03133,Torrevieja,2021-01-31,511,5452,0.91
03134,la Vall d'Alcalà,2021-01-31,1,223,1.00
03135,la Vall d'Ebo,2021-01-31,1,321,1.00
03136,Vall de Gallinera,2021-01-31,20,626,0.97
03137,la Vall de Laguar,2021-01-31,2,468,1.00
03138,el Verger,2021-01-31,51,556,0.91
03139,la Vila Joiosa / Villajoyosa,2021-01-31,249,1672,0.85
03140,Villena,2021-01-31,34,3432,0.99
03901,els Poblets,2021-01-31,42,538,0.92
03902,Pilar de la Horadada,2021-01-31,80,3695,0.98
03903,Los Montesinos,2021-01-31,32,664,0.95
03904,San Isidro,2021-01-31,8,250,0.97
12001,Atzeneta del Maestrat,2021-01-31,4,594,0.99
12002,Aín,2021-01-31,1,162,0.99
12003,Albocàsser,2021-01-31,11,232,0.95
12004,Alcalà de Xivert,2021-01-31,54,1640,0.97
12005,l'Alcora,2021-01-31,53,1382,0.96
12006,Alcudia de Veo,2021-01-31,6,266,0.98
12007,Alfondeguilla,2021-01-31,0,261,1.00
12008,Algimia de Almonacid,2021-01-31,3,221,0.99
12009,Almassora,2021-01-31,101,1433,0.93
12010,Almedíjar,2021-01-31,10,81,0.88
12011,Almenara,2021-01-31,8,741,0.99
12012,Altura,2021-01-31,5,692,0.99
12013,Arañuel,2021-01-31,2,117,0.98
12014,Ares del Maestrat,2021-01-31,20,229,0.91
12015,Argelita,2021-01-31,1,114,0.99
12016,Artana,2021-01-31,6,467,0.99
12017,Ayódar,2021-01-31,9,171,0.95
12018,Azuébar,2021-01-31,0,172,1.00
12020,Barracas,2021-01-31,2,271,0.99
12021,Betxí,2021-01-31,32,369,0.91
12022,Bejís,2021-01-31,4,173,0.98
12024,Benafer,2021-01-31,8,89,0.91
12025,Benafigos,2021-01-31,5,142,0.96
12026,Benassal,2021-01-31,11,459,0.98
12027,Benicarló,2021-01-31,27,976,0.97
12028,Benicàssim / Benicasim,2021-01-31,68,2774,0.98
12029,Benlloc,2021-01-31,1,661,1.00
12031,Borriol,2021-01-31,60,1572,0.96
12032,Borriana / Burriana,2021-01-31,41,1835,0.98
12033,Cabanes,2021-01-31,48,1589,0.97
12034,Càlig,2021-01-31,8,138,0.94
12036,Canet lo Roig,2021-01-31,13,141,0.91
12037,Castell de Cabres,2021-01-31,1,58,0.98
12038,Castellfort,2021-01-31,0,88,1.00
12039,Castellnovo,2021-01-31,5,143,0.97
12040,Castelló de la Plana,2021-01-31,434,10286,0.96
12041,Castillo de Villamalefa,2021-01-31,4,353,0.99
12042,Catí,2021-01-31,0,336,1.00
12043,Caudiel,2021-01-31,18,215,0.92
12044,Cervera del Maestre,2021-01-31,14,151,0.91
12045,Cinctorres,2021-01-31,12,153,0.92
12046,Cirat,2021-01-31,4,264,0.98
12048,Cortes de Arenoso,2021-01-31,22,187,0.88
12049,Costur,2021-01-31,4,148,0.97
12050,les Coves de Vinromà,2021-01-31,10,501,0.98
12051,Culla,2021-01-31,5,378,0.99
12052,Xert,2021-01-31,17,280,0.94
12053,Xilxes / Chilches,2021-01-31,4,358,0.99
12055,Xodos / Chodos,2021-01-31,0,449,1.00
12056,Chóvar,2021-01-31,2,381,0.99
12057,Eslida,2021-01-31,0,264,1.00
12058,Espadilla,2021-01-31,5,81,0.94
12059,Fanzara,2021-01-31,7,266,0.97
12060,Figueroles,2021-01-31,3,168,0.98
12061,Forcall,2021-01-31,12,179,0.93
12063,Fuente la Reina,2021-01-31,2,30,0.93
12064,Fuentes de Ayódar,2021-01-31,11,89,0.88
12065,Gaibiel,2021-01-31,8,102,0.92
12067,Geldo,2021-01-31,0,59,1.00
12068,Herbers,2021-01-31,0,37,1.00
12069,Higueras,2021-01-31,1,69,0.99
12070,la Jana,2021-01-31,2,111,0.98
12071,Jérica,2021-01-31,30,479,0.94
12072,Llucena / Lucena del Cid,2021-01-31,21,921,0.98
12073,Ludiente,2021-01-31,1,248,1.00
12074,la Llosa,2021-01-31,31,175,0.82
12075,la Mata,2021-01-31,0,55,1.00
12076,Matet,2021-01-31,1,118,0.99
12077,Moncofa,2021-01-31,14,600,0.98
12078,Montán,2021-01-31,9,154,0.94
12079,Montanejos,2021-01-31,8,372,0.98
12080,Morella,2021-01-31,34,1031,0.97
12081,Navajas,2021-01-31,5,244,0.98
12082,Nules,2021-01-31,17,1054,0.98
12083,Olocau del Rey,2021-01-31,5,102,0.95
12084,Onda,2021-01-31,50,1992,0.97
12085,Orpesa / Oropesa del Mar,2021-01-31,59,1707,0.97
12087,Palanques,2021-01-31,0,30,1.00
12088,Pavías,2021-01-31,16,82,0.80
12089,Peníscola / Peñíscola,2021-01-31,224,1483,0.85
12090,Pina de Montalgrao,2021-01-31,5,166,0.97
12091,Portell de Morella,2021-01-31,5,79,0.94
12092,Puebla de Arenoso,2021-01-31,7,194,0.96
12093,la Pobla de Benifassà,2021-01-31,24,572,0.96
12094,la Pobla Tornesa,2021-01-31,1,370,1.00
12095,Ribesalbes,2021-01-31,11,200,0.95
12096,Rossell,2021-01-31,1,214,1.00
12097,Sacañet,2021-01-31,0,112,1.00
12098,la Salzadella,2021-01-31,7,140,0.95
12099,Sant Jordi / San Jorge,2021-01-31,0,188,1.00
12100,Sant Mateu,2021-01-31,6,224,0.97
12101,San Rafael del Río,2021-01-31,2,84,0.98
12102,Santa Magdalena de Pulpis,2021-01-31,0,204,1.00
12103,la Serratella,2021-01-31,0,72,1.00
12104,Segorbe,2021-01-31,84,1221,0.93
12105,Sierra Engarcerán,2021-01-31,9,415,0.98
12106,Soneja,2021-01-31,49,242,0.80
12107,Sot de Ferrer,2021-01-31,7,199,0.96
12108,Suera / Sueras,2021-01-31,1,193,0.99
12109,Tales,2021-01-31,9,190,0.95
12110,Teresa,2021-01-31,20,59,0.66
12111,Tírig,2021-01-31,0,94,1.00
12112,Todolella,2021-01-31,3,121,0.98
12113,Toga,2021-01-31,0,108,1.00
12114,Torás,2021-01-31,12,82,0.85
12115,El Toro,2021-01-31,4,284,0.99
12116,Torralba del Pinar,2021-01-31,4,122,0.97
12117,Torreblanca,2021-01-31,31,694,0.96
12118,Torrechiva,2021-01-31,2,92,0.98
12119,la Torre d'en Besora,2021-01-31,4,70,0.94
12120,la Torre d'en Doménec,2021-01-31,3,49,0.94
12121,Traiguera,2021-01-31,11,279,0.96
12122,les Useres / Useras,2021-01-31,5,283,0.98
12123,Vallat,2021-01-31,4,77,0.95
12124,Vall d'Alba,2021-01-31,51,574,0.91
12125,Vall de Almonacid,2021-01-31,3,167,0.98
12126,la Vall d'Uixó,2021-01-31,85,2280,0.96
12127,Vallibona,2021-01-31,2,182,0.99
12128,Vilafamés,2021-01-31,40,630,0.94
12129,Vilafranca / Villafranca del Cid,2021-01-31,2,551,1.00
12130,Villahermosa del Río,2021-01-31,7,533,0.99
12131,Villamalur,2021-01-31,0,144,1.00
12132,Vilanova d'Alcolea,2021-01-31,0,447,1.00
12133,Villanueva de Viver,2021-01-31,1,48,0.98
12134,Vilar de Canes,2021-01-31,1,91,0.99
12135,Vila-real,2021-01-31,56,2291,0.98
12136,la Vilavella,2021-01-31,0,229,1.00
12137,Villores,2021-01-31,2,28,0.93
12138,Vinaròs,2021-01-31,314,1786,0.82
12139,Vistabella del Maestrat,2021-01-31,14,813,0.98
12140,Viver,2021-01-31,20,407,0.95
12141,Zorita del Maestrazgo,2021-01-31,4,74,0.95
12142,Zucaina,2021-01-31,1,246,1.00
12901,les Alqueries / Alquerías del Niño Perdido,2021-01-31,11,605,0.98
12902,Sant Joan de Moró,2021-01-31,18,598,0.97
46001,Ademuz,2021-01-31,24,418,0.94
46002,Ador,2021-01-31,1,192,0.99
46003,Atzeneta d'Albaida,2021-01-31,10,178,0.94
46004,Agullent,2021-01-31,26,296,0.91
46005,Alaquàs,2021-01-31,11,455,0.98
46006,Albaida,2021-01-31,39,1024,0.96
46007,Albal,2021-01-31,38,471,0.92
46008,Albalat de la Ribera,2021-01-31,2,245,0.99
46009,Albalat dels Sorells,2021-01-31,26,385,0.93
46010,Albalat dels Tarongers,2021-01-31,19,386,0.95
46011,Alberic,2021-01-31,4,826,1.00
46012,Alborache,2021-01-31,2,186,0.99
46013,Alboraia / Alboraya,2021-01-31,30,837,0.96
46014,Albuixech,2021-01-31,12,281,0.96
46015,Alcàsser,2021-01-31,9,431,0.98
46016,Alcàntera de Xúquer,2021-01-31,4,85,0.95
46017,Alzira,2021-01-31,82,3780,0.98
46018,Alcublas,2021-01-31,0,229,1.00
46019,l'Alcúdia,2021-01-31,0,1390,1.00
46020,l'Alcúdia de Crespins,2021-01-31,5,337,0.99
46021,Aldaia,2021-01-31,27,1088,0.98
46022,Alfafar,2021-01-31,9,834,0.99
46023,Alfauir,2021-01-31,0,138,1.00
46024,Alfara de la Baronia,2021-01-31,2,104,0.98
46025,Alfara del Patriarca,2021-01-31,21,173,0.88
46026,Alfarp,2021-01-31,0,154,1.00
46027,Alfarrasí,2021-01-31,0,155,1.00
46028,Algar de Palancia,2021-01-31,0,215,1.00
46029,Algemesí,2021-01-31,29,1282,0.98
46030,Algímia d'Alfara,2021-01-31,0,196,1.00
46031,Alginet,2021-01-31,7,568,0.99
46032,Almàssera,2021-01-31,4,284,0.99
46033,Almiserà,2021-01-31,0,79,1.00
46034,Almoines,2021-01-31,4,118,0.97
46035,Almussafes,2021-01-31,20,733,0.97
46036,Alpuente,2021-01-31,1,534,1.00
46037,l'Alqueria de la Comtessa,2021-01-31,7,175,0.96
46038,Andilla,2021-01-31,3,288,0.99
46039,Anna,2021-01-31,5,405,0.99
46040,Antella,2021-01-31,0,276,1.00
46041,Aras de los Olmos,2021-01-31,10,374,0.97
46042,Aielo de Malferit,2021-01-31,3,275,0.99
46043,Aielo de Rugat,2021-01-31,3,124,0.98
46044,Ayora,2021-01-31,7,618,0.99
46045,Barxeta,2021-01-31,0,385,1.00
46046,Barx,2021-01-31,6,403,0.99
46047,Bèlgida,2021-01-31,1,203,1.00
46048,Bellreguard,2021-01-31,12,231,0.95
46049,Bellús,2021-01-31,0,126,1.00
46050,Benagéber,2021-01-31,2,203,0.99
46051,Benaguasil,2021-01-31,50,747,0.93
46052,Benavites,2021-01-31,0,61,1.00
46053,Beneixida,2021-01-31,6,140,0.96
46054,Benetússer,2021-01-31,11,136,0.92
46055,Beniarjó,2021-01-31,0,130,1.00
46056,Beniatjar,2021-01-31,1,118,0.99
46057,Benicolet,2021-01-31,1,109,0.99
46058,Benifairó de les Valls,2021-01-31,1,50,0.98
46059,Benifairó de la Valldigna,2021-01-31,0,387,1.00
46060,Benifaió,2021-01-31,15,791,0.98
46061,Beniflá,2021-01-31,0,33,1.00
46062,Benigànim,2021-01-31,10,530,0.98
46063,Benimodo,2021-01-31,10,175,0.94
46064,Benimuslem,2021-01-31,7,109,0.94
46065,Beniparrell,2021-01-31,3,175,0.98
46066,Benirredrà,2021-01-31,3,45,0.93
46067,Benissanó,2021-01-31,24,136,0.82
46068,Benissoda,2021-01-31,2,93,0.98
46069,Benissuera,2021-01-31,2,61,0.97
46070,Bétera,2021-01-31,56,1753,0.97
46071,Bicorp,2021-01-31,2,464,1.00
46072,Bocairent,2021-01-31,56,1050,0.95
46073,Bolbaite,2021-01-31,14,175,0.92
46074,Bonrepòs i Mirambell,2021-01-31,28,128,0.78
46075,Bufali,2021-01-31,0,42,1.00
46076,Bugarra,2021-01-31,0,135,1.00
46077,Buñol,2021-01-31,29,1091,0.97
46078,Burjassot,2021-01-31,74,1158,0.94
46079,Calles,2021-01-31,0,278,1.00
46080,Camporrobles,2021-01-31,21,243,0.91
46081,Canals,2021-01-31,23,816,0.97
46082,Canet d'en Berenguer,2021-01-31,20,577,0.97
46083,Carcaixent,2021-01-31,11,1564,0.99
46084,Càrcer,2021-01-31,15,149,0.90
46085,Carlet,2021-01-31,16,642,0.98
46086,Carrícola,2021-01-31,0,93,1.00
46087,Casas Altas,2021-01-31,1,121,0.99
46088,Casas Bajas,2021-01-31,15,97,0.85
46089,Casinos,2021-01-31,1,275,1.00
46090,Castelló de Rugat,2021-01-31,12,334,0.96
46091,Castellonet de la Conquesta,2021-01-31,0,117,1.00
46092,Castielfabib,2021-01-31,78,705,0.89
46093,Catadau,2021-01-31,1,248,1.00
46094,Catarroja,2021-01-31,26,807,0.97
46095,Caudete de las Fuentes,2021-01-31,11,282,0.96
46096,Cerdà,2021-01-31,5,46,0.89
46097,Cofrentes,2021-01-31,2,578,1.00
46098,Corbera,2021-01-31,1,308,1.00
46099,Cortes de Pallás,2021-01-31,1,663,1.00
46100,Cotes,2021-01-31,1,58,0.98
46101,Quart de les Valls,2021-01-31,0,105,1.00
46102,Quart de Poblet,2021-01-31,76,1006,0.92
46103,Quartell,2021-01-31,18,124,0.85
46104,Quatretonda,2021-01-31,0,351,1.00
46105,Cullera,2021-01-31,81,1671,0.95
46106,Chelva,2021-01-31,13,768,0.98
46107,Chella,2021-01-31,3,382,0.99
46108,Chera,2021-01-31,3,213,0.99
46109,Cheste,2021-01-31,30,857,0.96
46110,Xirivella,2021-01-31,62,1029,0.94
46111,Chiva,2021-01-31,50,1604,0.97
46112,Chulilla,2021-01-31,0,294,1.00
46113,Daimús,2021-01-31,90,637,0.86
46114,Domeño,2021-01-31,1,236,1.00
46115,Dos Aguas,2021-01-31,8,213,0.96
46116,l'Eliana,2021-01-31,88,1241,0.93
46117,Emperador,2021-01-31,0,20,1.00
46118,Enguera,2021-01-31,34,1455,0.98
46119,l'Ènova,2021-01-31,0,207,1.00
46120,Estivella,2021-01-31,1,246,1.00
46121,Estubeny,2021-01-31,0,70,1.00
46122,Faura,2021-01-31,1,102,0.99
46123,Favara,2021-01-31,1,201,1.00
46124,Fontanars dels Alforins,2021-01-31,0,267,1.00
46125,Fortaleny,2021-01-31,0,80,1.00
46126,Foios,2021-01-31,18,356,0.95
46127,la Font d'en Carròs,2021-01-31,10,375,0.97
46128,la Font de la Figuera,2021-01-31,11,647,0.98
46129,Fuenterrobles,2021-01-31,1,222,1.00
46130,Gavarda,2021-01-31,9,298,0.97
46131,Gandia,2021-01-31,120,3735,0.97
46132,el Genovés,2021-01-31,9,435,0.98
46133,Gestalgar,2021-01-31,1,110,0.99
46134,Gilet,2021-01-31,10,448,0.98
46135,Godella,2021-01-31,87,568,0.85
46136,Godelleta,2021-01-31,0,377,1.00
46137,la Granja de la Costera,2021-01-31,11,47,0.77
46138,Guadasséquies,2021-01-31,2,107,0.98
46139,Guadassuar,2021-01-31,1,610,1.00
46140,Guardamar de la Safor,2021-01-31,3,95,0.97
46141,Higueruelas,2021-01-31,1,93,0.99
46142,Jalance,2021-01-31,1,277,1.00
46143,Xeraco,2021-01-31,14,779,0.98
46144,Jarafuel,2021-01-31,1,274,1.00
46145,Xàtiva,2021-01-31,112,2525,0.96
46146,Xeresa,2021-01-31,21,333,0.94
46147,Llíria,2021-01-31,114,2298,0.95
46148,Loriguilla,2021-01-31,9,207,0.96
46149,Losa del Obispo,2021-01-31,25,232,0.89
46150,Llutxent,2021-01-31,8,345,0.98
46151,Llocnou d'en Fenollet,2021-01-31,0,59,1.00
46152,Llocnou de la Corona,2021-01-31,0,6,1.00
46153,Llocnou de Sant Jeroni,2021-01-31,0,120,1.00
46154,Llanera de Ranes,2021-01-31,12,111,0.89
46155,Llaurí,2021-01-31,0,209,1.00
46156,Llombai,2021-01-31,4,342,0.99
46157,la Llosa de Ranes,2021-01-31,11,143,0.92
46158,Macastre,2021-01-31,0,170,1.00
46159,Manises,2021-01-31,161,1476,0.89
46160,Manuel,2021-01-31,10,278,0.96
46161,Marines,2021-01-31,20,257,0.92
46162,Massalavés,2021-01-31,5,152,0.97
46163,Massalfassar,2021-01-31,10,299,0.97
46164,Massamagrell,2021-01-31,7,574,0.99
46165,Massanassa,2021-01-31,14,393,0.96
46166,Meliana,2021-01-31,22,456,0.95
46167,Millares,2021-01-31,1,272,1.00
46168,Miramar,2021-01-31,26,281,0.91
46169,Mislata,2021-01-31,18,462,0.96
46170,Moixent / Mogente,2021-01-31,19,997,0.98
46171,Moncada,2021-01-31,96,887,0.89
46172,Montserrat,2021-01-31,24,638,0.96
46173,Montaverner,2021-01-31,0,258,1.00
46174,Montesa,2021-01-31,2,470,1.00
46175,Montitxelvo / Montichelvo,2021-01-31,2,138,0.99
46176,Montroi / Montroy,2021-01-31,4,250,0.98
46177,Museros,2021-01-31,20,496,0.96
46178,Nàquera / Náquera,2021-01-31,128,847,0.85
46179,Navarrés,2021-01-31,7,368,0.98
46180,Novetlè / Novelé,2021-01-31,6,145,0.96
46181,Oliva,2021-01-31,84,2498,0.97
46182,Olocau,2021-01-31,18,524,0.97
46183,l'Olleria,2021-01-31,0,362,1.00
46184,Ontinyent,2021-01-31,102,1578,0.94
46185,Otos,2021-01-31,1,98,0.99
46186,Paiporta,2021-01-31,13,397,0.97
46187,Palma de Gandía,2021-01-31,1,301,1.00
46188,Palmera,2021-01-31,3,41,0.93
46189,el Palomar,2021-01-31,4,131,0.97
46190,Paterna,2021-01-31,217,4098,0.95
46191,Pedralba,2021-01-31,6,226,0.97
46192,Petrés,2021-01-31,7,113,0.94
46193,Picanya,2021-01-31,11,363,0.97
46194,Picassent,2021-01-31,41,1297,0.97
46195,Piles,2021-01-31,16,278,0.94
46196,Pinet,2021-01-31,0,100,1.00
46197,Polinyà de Xúquer,2021-01-31,1,220,1.00
46198,Potries,2021-01-31,1,146,0.99
46199,la Pobla de Farnals,2021-01-31,8,547,0.99
46200,la Pobla del Duc,2021-01-31,4,265,0.98
46201,Puebla de San Miguel,2021-01-31,7,146,0.95
46202,la Pobla de Vallbona,2021-01-31,137,1388,0.90
46203,la Pobla Llarga,2021-01-31,8,701,0.99
46204,el Puig de Santa Maria,2021-01-31,29,809,0.96
46205,Puçol,2021-01-31,39,1279,0.97
46206,Quesa,2021-01-31,1,246,1.00
46207,Rafelbunyol,2021-01-31,11,228,0.95
46208,Rafelcofer,2021-01-31,1,96,0.99
46209,Rafelguaraf,2021-01-31,2,254,0.99
46210,Ráfol de Salem,2021-01-31,0,76,1.00
46211,el Real de Gandia,2021-01-31,8,226,0.96
46212,Real,2021-01-31,1,104,0.99
46213,Requena,2021-01-31,43,2718,0.98
46214,Riba-roja de Túria,2021-01-31,49,1789,0.97
46215,Riola,2021-01-31,5,115,0.96
46216,Rocafort,2021-01-31,79,258,0.69
46217,Rotglà i Corberà,2021-01-31,6,125,0.95
46218,Rótova,2021-01-31,0,260,1.00
46219,Rugat,2021-01-31,4,108,0.96
46220,Sagunt / Sagunto,2021-01-31,387,4617,0.92
46221,Salem,2021-01-31,0,138,1.00
46222,Sant Joanet,2021-01-31,4,85,0.95
46223,Sedaví,2021-01-31,1,191,0.99
46224,Segart,2021-01-31,5,128,0.96
46225,Sellent,2021-01-31,6,84,0.93
46226,Sempere,2021-01-31,3,37,0.92
46227,Senyera,2021-01-31,3,80,0.96
46228,Serra,2021-01-31,18,552,0.97
46229,Siete Aguas,2021-01-31,7,536,0.99
46230,Silla,2021-01-31,49,1280,0.96
46231,Simat de la Valldigna,2021-01-31,6,508,0.99
46232,Sinarcas,2021-01-31,1,355,1.00
46233,Sollana,2021-01-31,11,573,0.98
46234,Sot de Chera,2021-01-31,6,261,0.98
46235,Sueca,2021-01-31,22,1362,0.98
46236,Sumacàrcer,2021-01-31,8,323,0.98
46237,Tavernes Blanques,2021-01-31,4,160,0.98
46238,Tavernes de la Valldigna,2021-01-31,19,1396,0.99
46239,Teresa de Cofrentes,2021-01-31,21,194,0.89
46240,Terrateig,2021-01-31,0,165,1.00
46241,Titaguas,2021-01-31,0,219,1.00
46242,Torrebaja,2021-01-31,4,145,0.97
46243,Torrella,2021-01-31,5,26,0.81
46244,Torrent,2021-01-31,137,3113,0.96
46245,Torres Torres,2021-01-31,1,93,0.99
46246,Tous,2021-01-31,7,294,0.98
46247,Tuéjar,2021-01-31,3,354,0.99
46248,Turís,2021-01-31,41,635,0.94
46249,Utiel,2021-01-31,23,1441,0.98
46250,València,2021-01-31,384,21254,0.98
46251,Vallada,2021-01-31,20,622,0.97
46252,Vallanca,2021-01-31,15,137,0.89
46253,Vallés,2021-01-31,5,27,0.81
46254,Venta del Moro,2021-01-31,1,635,1.00
46255,Vilallonga / Villalonga,2021-01-31,27,806,0.97
46256,Vilamarxant,2021-01-31,17,1082,0.98
46257,Castelló,2021-01-31,13,441,0.97
46258,Villar del Arzobispo,2021-01-31,4,394,0.99
46259,Villargordo del Cabriel,2021-01-31,1,429,1.00
46260,Vinalesa,2021-01-31,34,593,0.94
46261,Yátova,2021-01-31,0,294,1.00
46262,La Yesa,2021-01-31,0,92,1.00
46263,Zarra,2021-01-31,0,97,1.00
46902,Gátova,2021-01-31,8,200,0.96
46903,San Antonio de Benagéber,2021-01-31,53,649,0.92
46904,Benicull de Xúquer,2021-01-31,2,118,0.98
