id,name,date,incomplete,total,percentage
13033,Castellar de Santiago,2021-01-31,8,154,0.95
13034,Ciudad Real,2021-01-31,215,2466,0.91
13035,Corral de Calatrava,2021-01-31,1,156,0.99
13036,Los Cortijos,2021-01-31,3,177,0.98
13037,Cózar,2021-01-31,14,145,0.90
13038,Chillón,2021-01-31,13,205,0.94
13039,Daimiel,2021-01-31,55,1216,0.95
13040,Fernán Caballero,2021-01-31,38,230,0.83
13041,Fontanarejo,2021-01-31,0,33,1.00
13042,Fuencaliente,2021-01-31,2,178,0.99
13043,Fuenllana,2021-01-31,6,63,0.90
13044,Fuente el Fresno,2021-01-31,7,159,0.96
13045,Granátula de Calatrava,2021-01-31,3,185,0.98
13046,Guadalmez,2021-01-31,0,81,1.00
13047,Herencia,2021-01-31,38,531,0.93
13048,Hinojosas de Calatrava,2021-01-31,8,171,0.95
13049,Horcajo de los Montes,2021-01-31,28,223,0.87
13050,Las Labores,2021-01-31,15,58,0.74
13051,Luciana,2021-01-31,1,74,0.99
13052,Malagón,2021-01-31,40,755,0.95
13053,Manzanares,2021-01-31,68,1212,0.94
13054,Membrilla,2021-01-31,17,326,0.95
13055,Mestanza,2021-01-31,2,275,0.99
13056,Miguelturra,2021-01-31,51,642,0.92
13057,Montiel,2021-01-31,6,312,0.98
13058,Moral de Calatrava,2021-01-31,58,419,0.86
13059,Navalpino,2021-01-31,4,51,0.92
13060,Navas de Estena,2021-01-31,20,164,0.88
13061,Pedro Muñoz,2021-01-31,25,453,0.94
13062,Picón,2021-01-31,7,59,0.88
13063,Piedrabuena,2021-01-31,7,351,0.98
13064,Poblete,2021-01-31,33,200,0.84
13065,Porzuna,2021-01-31,21,359,0.94
13066,Pozuelo de Calatrava,2021-01-31,27,309,0.91
13067,Los Pozuelos de Calatrava,2021-01-31,2,74,0.97
13068,Puebla de Don Rodrigo,2021-01-31,6,157,0.96
13069,Puebla del Príncipe,2021-01-31,13,125,0.90
13070,Puerto Lápice,2021-01-31,23,241,0.90
13071,Puertollano,2021-01-31,217,2998,0.93
13072,Retuerta del Bullaque,2021-01-31,23,403,0.94
13073,Saceruela,2021-01-31,3,104,0.97
13074,San Carlos del Valle,2021-01-31,11,155,0.93
13075,San Lorenzo de Calatrava,2021-01-31,5,157,0.97
13076,Santa Cruz de los Cáñamos,2021-01-31,9,64,0.86
13077,Santa Cruz de Mudela,2021-01-31,45,448,0.90
13078,Socuéllamos,2021-01-31,111,961,0.88
13079,La Solana,2021-01-31,116,727,0.84
13080,Solana del Pino,2021-01-31,6,215,0.97
13081,Terrinches,2021-01-31,20,181,0.89
13082,Tomelloso,2021-01-31,150,1404,0.89
13083,Torralba de Calatrava,2021-01-31,14,335,0.96
13084,Torre de Juan Abad,2021-01-31,8,393,0.98
13085,Torrenueva,2021-01-31,4,228,0.98
13086,Valdemanco del Esteras,2021-01-31,1,68,0.99
13087,Valdepeñas,2021-01-31,107,1752,0.94
13088,Valenzuela de Calatrava,2021-01-31,5,99,0.95
13089,Villahermosa,2021-01-31,14,481,0.97
13090,Villamanrique,2021-01-31,4,355,0.99
13091,Villamayor de Calatrava,2021-01-31,4,144,0.97
13092,Villanueva de la Fuente,2021-01-31,13,218,0.94
13093,Villanueva de los Infantes,2021-01-31,22,383,0.94
13094,Villanueva de San Carlos,2021-01-31,3,74,0.96
13095,Villar del Pozo,2021-01-31,23,84,0.73
13096,Villarrubia de los Ojos,2021-01-31,43,736,0.94
13097,Villarta de San Juan,2021-01-31,7,253,0.97
13098,Viso del Marqués,2021-01-31,10,484,0.98
13901,El Robledo,2021-01-31,9,183,0.95
13902,Ruidera,2021-01-31,6,187,0.97
13903,Arenales de San Gregorio,2021-01-31,4,168,0.98
13904,Llanos del Caudillo,2021-01-31,3,71,0.96
16001,Abia de la Obispalía,2021-01-31,1,152,0.99
16002,El Acebrón,2021-01-31,6,80,0.93
16003,Alarcón,2021-01-31,4,265,0.98
16004,Albaladejo del Cuende,2021-01-31,9,147,0.94
16005,Albalate de las Nogueras,2021-01-31,1,93,0.99
16006,Albendea,2021-01-31,16,254,0.94
16007,La Alberca de Záncara,2021-01-31,23,176,0.87
16008,Alcalá de la Vega,2021-01-31,14,130,0.89
16009,Alcantud,2021-01-31,4,312,0.99
16010,Alcázar del Rey,2021-01-31,2,153,0.99
16011,Alcohujate,2021-01-31,0,46,1.00
16012,Alconchel de la Estrella,2021-01-31,6,120,0.95
16013,Algarra,2021-01-31,0,34,1.00
16014,Aliaguilla,2021-01-31,3,179,0.98
16015,La Almarcha,2021-01-31,6,259,0.98
16016,Almendros,2021-01-31,3,279,0.99
16017,Almodóvar del Pinar,2021-01-31,4,258,0.98
16018,Almonacid del Marquesado,2021-01-31,1,123,0.99
16019,Altarejos,2021-01-31,9,143,0.94
16020,Arandilla del Arroyo,2021-01-31,0,61,1.00
16022,Arcos de la Sierra,2021-01-31,1,68,0.99
16023,Chillarón de Cuenca,2021-01-31,30,167,0.82
16024,Arguisuelas,2021-01-31,12,123,0.90
16025,Arrancacepas,2021-01-31,7,49,0.86
16026,Atalaya del Cañavate,2021-01-31,0,178,1.00
16027,Barajas de Melo,2021-01-31,5,400,0.99
16029,Barchín del Hoyo,2021-01-31,2,184,0.99
16030,Bascuñana de San Pedro,2021-01-31,1,48,0.98
16031,Beamud,2021-01-31,45,189,0.76
16032,Belinchón,2021-01-31,7,247,0.97
16033,Belmonte,2021-01-31,18,454,0.96
16034,Belmontejo,2021-01-31,8,110,0.93
16035,Beteta,2021-01-31,5,312,0.98
16036,Boniches,2021-01-31,1,123,0.99
16038,Buciegas,2021-01-31,0,62,1.00
16039,Buenache de Alarcón,2021-01-31,7,102,0.93
16040,Buenache de la Sierra,2021-01-31,1,106,0.99
16041,Buendía,2021-01-31,8,260,0.97
16042,Campillo de Altobuey,2021-01-31,18,272,0.93
16043,Campillos-Paravientos,2021-01-31,3,63,0.95
16044,Campillos-Sierra,2021-01-31,1,86,0.99
16045,Canalejas del Arroyo,2021-01-31,1,112,0.99
16046,Cañada del Hoyo,2021-01-31,2,226,0.99
16047,Cañada Juncosa,2021-01-31,7,142,0.95
16048,Cañamares,2021-01-31,12,209,0.94
16049,El Cañavate,2021-01-31,7,75,0.91
16050,Cañaveras,2021-01-31,22,103,0.79
16051,Cañaveruelas,2021-01-31,0,84,1.00
16052,Cañete,2021-01-31,12,183,0.93
16053,Cañizares,2021-01-31,25,347,0.93
16055,Carboneras de Guadazaón,2021-01-31,38,285,0.87
16056,Cardenete,2021-01-31,8,326,0.98
16057,Carrascosa,2021-01-31,3,119,0.97
16058,Carrascosa de Haro,2021-01-31,0,67,1.00
16060,Casas de Benítez,2021-01-31,19,116,0.84
16061,Casas de Fernando Alonso,2021-01-31,12,108,0.89
16062,Casas de Garcimolina,2021-01-31,0,50,1.00
16063,Casas de Guijarro,2021-01-31,6,39,0.85
16064,Casas de Haro,2021-01-31,21,234,0.91
16065,Casas de los Pinos,2021-01-31,6,212,0.97
16066,Casasimarro,2021-01-31,17,309,0.94
16067,Castejón,2021-01-31,2,92,0.98
16068,Castillejo de Iniesta,2021-01-31,11,127,0.91
16070,Castillejo-Sierra,2021-01-31,0,63,1.00
16071,Castillo-Albaráñez,2021-01-31,3,35,0.91
16072,Castillo de Garcimuñoz,2021-01-31,16,233,0.93
16073,Cervera del Llano,2021-01-31,7,136,0.95
16074,La Cierva,2021-01-31,0,103,1.00
16078,Cuenca,2021-01-31,361,5036,0.93
16079,Cueva del Hierro,2021-01-31,0,83,1.00
16081,Chumillas,2021-01-31,7,79,0.91
16082,Enguídanos,2021-01-31,4,232,0.98
16083,Fresneda de Altarejos,2021-01-31,0,94,1.00
16084,Fresneda de la Sierra,2021-01-31,0,66,1.00
16085,La Frontera,2021-01-31,0,145,1.00
16086,Fuente de Pedro Naharro,2021-01-31,18,250,0.93
16087,Fuentelespino de Haro,2021-01-31,1,163,0.99
16088,Fuentelespino de Moya,2021-01-31,1,103,0.99
16089,Fuentes,2021-01-31,16,257,0.94
16091,Fuertescusa,2021-01-31,12,401,0.97
16092,Gabaldón,2021-01-31,4,163,0.98
16093,Garaballa,2021-01-31,0,145,1.00
16094,Gascueña,2021-01-31,0,95,1.00
16095,Graja de Campalbo,2021-01-31,4,161,0.98
16096,Graja de Iniesta,2021-01-31,7,163,0.96
16097,Henarejos,2021-01-31,6,75,0.92
16098,El Herrumblar,2021-01-31,5,408,0.99
16099,La Hinojosa,2021-01-31,8,108,0.93
16100,Los Hinojosos,2021-01-31,11,348,0.97
16101,El Hito,2021-01-31,2,95,0.98
16102,Honrubia,2021-01-31,15,256,0.94
16103,Hontanaya,2021-01-31,19,332,0.94
16104,Hontecillas,2021-01-31,6,66,0.91
16106,Horcajo de Santiago,2021-01-31,34,460,0.93
16107,Huélamo,2021-01-31,6,86,0.93
16108,Huelves,2021-01-31,6,152,0.96
16109,Huérguina,2021-01-31,9,25,0.64
16110,Huerta de la Obispalía,2021-01-31,0,76,1.00
16111,Huerta del Marquesado,2021-01-31,4,125,0.97
16112,Huete,2021-01-31,26,963,0.97
16113,Iniesta,2021-01-31,81,516,0.84
16115,Laguna del Marquesado,2021-01-31,4,56,0.93
16116,Lagunaseca,2021-01-31,1,80,0.99
16117,Landete,2021-01-31,2,398,0.99
16118,Ledaña,2021-01-31,2,274,0.99
16119,Leganiel,2021-01-31,0,106,1.00
16121,Las Majadas,2021-01-31,23,116,0.80
16122,Mariana,2021-01-31,4,239,0.98
16123,Masegosa,2021-01-31,11,92,0.88
16124,Las Mesas,2021-01-31,13,282,0.95
16125,Minglanilla,2021-01-31,78,769,0.90
16126,Mira,2021-01-31,9,244,0.96
16128,Monreal del Llano,2021-01-31,4,114,0.96
16129,Montalbanejo,2021-01-31,5,88,0.94
16130,Montalbo,2021-01-31,7,326,0.98
16131,Monteagudo de las Salinas,2021-01-31,1,155,0.99
16132,Mota de Altarejos,2021-01-31,0,39,1.00
16133,Mota del Cuervo,2021-01-31,41,1250,0.97
16134,Motilla del Palancar,2021-01-31,24,568,0.96
16135,Moya,2021-01-31,4,186,0.98
16137,Narboneta,2021-01-31,9,70,0.87
16139,Olivares de Júcar,2021-01-31,9,141,0.94
16140,Olmeda de la Cuesta,2021-01-31,2,64,0.97
16141,Olmeda del Rey,2021-01-31,5,111,0.95
16142,Olmedilla de Alarcón,2021-01-31,3,178,0.98
16143,Olmedilla de Eliz,2021-01-31,0,34,1.00
16145,Osa de la Vega,2021-01-31,7,273,0.97
16146,Pajarón,2021-01-31,11,88,0.88
16147,Pajaroncillo,2021-01-31,6,107,0.94
16148,Palomares del Campo,2021-01-31,14,245,0.94
16149,Palomera,2021-01-31,3,160,0.98
16150,Paracuellos,2021-01-31,7,101,0.93
16151,Paredes,2021-01-31,1,92,0.99
16152,La Parra de las Vegas,2021-01-31,0,71,1.00
16153,El Pedernoso,2021-01-31,20,455,0.96
16154,Las Pedroñeras,2021-01-31,28,920,0.97
16155,El Peral,2021-01-31,2,128,0.98
16156,La Peraleja,2021-01-31,1,94,0.99
16157,La Pesquera,2021-01-31,22,140,0.84
16158,El Picazo,2021-01-31,24,217,0.89
16159,Pinarejo,2021-01-31,13,94,0.86
16160,Pineda de Gigüela,2021-01-31,9,60,0.85
16161,Piqueras del Castillo,2021-01-31,1,79,0.99
16162,Portalrubio de Guadamejud,2021-01-31,0,52,1.00
16163,Portilla,2021-01-31,4,109,0.96
16165,Poyatos,2021-01-31,1,136,0.99
16166,Pozoamargo,2021-01-31,3,152,0.98
16167,Pozorrubio,2021-01-31,7,159,0.96
16169,El Pozuelo,2021-01-31,1,91,0.99
16170,Priego,2021-01-31,15,374,0.96
16171,El Provencio,2021-01-31,5,1033,1.00
16172,Puebla de Almenara,2021-01-31,11,165,0.93
16173,El Valle de Altomira,2021-01-31,2,284,0.99
16174,Puebla del Salvador,2021-01-31,7,76,0.91
16175,Quintanar del Rey,2021-01-31,39,384,0.90
16176,Rada de Haro,2021-01-31,4,50,0.92
16177,Reíllo,2021-01-31,12,107,0.89
16181,Rozalén del Monte,2021-01-31,9,62,0.85
16185,Saceda-Trasierra,2021-01-31,5,97,0.95
16186,Saelices,2021-01-31,18,455,0.96
16187,Salinas del Manzano,2021-01-31,14,66,0.79
16188,Salmeroncillos,2021-01-31,3,143,0.98
16189,Salvacañete,2021-01-31,14,147,0.90
16190,San Clemente,2021-01-31,55,988,0.94
16191,San Lorenzo de la Parrilla,2021-01-31,10,226,0.96
16192,San Martín de Boniches,2021-01-31,2,50,0.96
16193,San Pedro Palmiches,2021-01-31,9,98,0.91
16194,Santa Cruz de Moya,2021-01-31,15,195,0.92
16195,Santa María del Campo Rus,2021-01-31,2,145,0.99
16196,Santa María de los Llanos,2021-01-31,21,271,0.92
16197,Santa María del Val,2021-01-31,0,56,1.00
16198,Sisante,2021-01-31,14,440,0.97
16199,Solera de Gabaldón,2021-01-31,0,97,1.00
16202,Talayuelas,2021-01-31,8,873,0.99
16203,Tarancón,2021-01-31,64,1265,0.95
16204,Tébar,2021-01-31,7,178,0.96
16205,Tejadillos,2021-01-31,6,75,0.92
16206,Tinajas,2021-01-31,0,97,1.00
16209,Torralba,2021-01-31,5,63,0.92
16211,Torrejoncillo del Rey,2021-01-31,4,719,0.99
16212,Torrubia del Campo,2021-01-31,8,129,0.94
16213,Torrubia del Castillo,2021-01-31,1,19,0.95
16215,Tragacete,2021-01-31,3,170,0.98
16216,Tresjuncos,2021-01-31,6,487,0.99
16217,Tribaldos,2021-01-31,6,63,0.90
16218,Uclés,2021-01-31,15,185,0.92
16219,Uña,2021-01-31,4,127,0.97
16224,Valdemeca,2021-01-31,12,137,0.91
16225,Valdemorillo de la Sierra,2021-01-31,3,60,0.95
16227,Valdemoro-Sierra,2021-01-31,5,118,0.96
16228,Valdeolivas,2021-01-31,8,170,0.95
16231,Valhermoso de la Fuente,2021-01-31,4,97,0.96
16234,Valsalobre,2021-01-31,0,41,1.00
16236,Valverde de Júcar,2021-01-31,12,282,0.96
16237,Valverdejo,2021-01-31,3,83,0.96
16238,Vara de Rey,2021-01-31,21,367,0.94
16239,Vega del Codorno,2021-01-31,13,122,0.89
16240,Vellisca,2021-01-31,4,116,0.97
16242,Villaconejos de Trabaque,2021-01-31,7,145,0.95
16243,Villaescusa de Haro,2021-01-31,4,389,0.99
16244,Villagarcía del Llano,2021-01-31,5,148,0.97
16245,Villalba de la Sierra,2021-01-31,8,330,0.98
16246,Villalba del Rey,2021-01-31,10,296,0.97
16247,Villalgordo del Marquesado,2021-01-31,4,250,0.98
16248,Villalpardo,2021-01-31,13,133,0.90
16249,Villamayor de Santiago,2021-01-31,50,777,0.94
16250,Villanueva de Guadamejud,2021-01-31,0,77,1.00
16251,Villanueva de la Jara,2021-01-31,17,282,0.94
16253,Villar de Cañas,2021-01-31,11,159,0.93
16254,Villar de Domingo García,2021-01-31,8,181,0.96
16255,Villar de la Encina,2021-01-31,9,96,0.91
16258,Villar del Humo,2021-01-31,2,199,0.99
16259,Villar del Infantado,2021-01-31,1,99,0.99
16263,Villar de Olalla,2021-01-31,33,391,0.92
16264,Villarejo de Fuentes,2021-01-31,9,618,0.99
16265,Villarejo de la Peñuela,2021-01-31,1,45,0.98
16266,Villarejo-Periesteban,2021-01-31,1,100,0.99
16269,Villares del Saz,2021-01-31,5,234,0.98
16270,Villarrubio,2021-01-31,10,181,0.94
16271,Villarta,2021-01-31,31,161,0.81
16272,Villas de la Ventosa,2021-01-31,10,246,0.96
16273,Villaverde y Pasaconsol,2021-01-31,7,78,0.91
16274,Víllora,2021-01-31,4,126,0.97
16275,Vindel,2021-01-31,2,72,0.97
16276,Yémeda,2021-01-31,0,32,1.00
16277,Zafra de Záncara,2021-01-31,5,261,0.98
16278,Zafrilla,2021-01-31,0,92,1.00
16279,Zarza de Tajo,2021-01-31,7,89,0.92
16280,Zarzuela,2021-01-31,4,260,0.98
16901,Campos del Paraíso,2021-01-31,6,683,0.99
16902,Valdetórtola,2021-01-31,11,219,0.95
16903,Las Valeras,2021-01-31,15,290,0.95
16904,Fuentenava de Jábaga,2021-01-31,13,435,0.97
16905,Arcas del Villar,2021-01-31,30,420,0.93
16906,Los Valdecolmenas,2021-01-31,0,89,1.00
16908,Pozorrubielos de la Mancha,2021-01-31,15,229,0.93
16909,Sotorribas,2021-01-31,15,538,0.97
16910,Villar y Velasco,2021-01-31,0,111,1.00
19001,Abánades,2021-01-31,3,43,0.93
19002,Ablanque,2021-01-31,5,78,0.94
19003,Adobes,2021-01-31,4,40,0.90
19004,Alaminos,2021-01-31,1,47,0.98
19005,Alarilla,2021-01-31,0,114,1.00
19006,Albalate de Zorita,2021-01-31,106,296,0.64
19007,Albares,2021-01-31,9,117,0.92
19008,Albendiego,2021-01-31,0,68,1.00
19009,Alcocer,2021-01-31,6,116,0.95
19010,Alcolea de las Peñas,2021-01-31,4,55,0.93
19011,Alcolea del Pinar,2021-01-31,75,532,0.86
19013,Alcoroches,2021-01-31,14,117,0.88
19015,Aldeanueva de Guadalajara,2021-01-31,6,65,0.91
19016,Algar de Mesa,2021-01-31,12,56,0.79
19017,Algora,2021-01-31,4,125,0.97
19018,Alhóndiga,2021-01-31,3,68,0.96
19019,Alique,2021-01-31,1,26,0.96
19020,Almadrones,2021-01-31,2,110,0.98
19021,Almoguera,2021-01-31,10,164,0.94
19022,Almonacid de Zorita,2021-01-31,25,219,0.89
19023,Alocén,2021-01-31,1,49,0.98
19024,Alovera,2021-01-31,48,587,0.92
19027,Alustante,2021-01-31,22,164,0.87
19031,Angón,2021-01-31,1,41,0.98
19032,Anguita,2021-01-31,26,373,0.93
19033,Anquela del Ducado,2021-01-31,32,108,0.70
19034,Anquela del Pedregal,2021-01-31,8,37,0.78
19036,Aranzueque,2021-01-31,10,93,0.89
19037,Arbancón,2021-01-31,7,100,0.93
19038,Arbeteta,2021-01-31,1,50,0.98
19039,Argecilla,2021-01-31,4,82,0.95
19040,Armallones,2021-01-31,28,105,0.73
19041,Armuña de Tajuña,2021-01-31,6,98,0.94
19042,Arroyo de las Fraguas,2021-01-31,1,49,0.98
19043,Atanzón,2021-01-31,1,43,0.98
19044,Atienza,2021-01-31,14,388,0.96
19045,Auñón,2021-01-31,4,175,0.98
19046,Azuqueca de Henares,2021-01-31,98,872,0.89
19047,Baides,2021-01-31,14,45,0.69
19048,Baños de Tajo,2021-01-31,3,35,0.91
19049,Bañuelos,2021-01-31,3,15,0.80
19050,Barriopedro,2021-01-31,0,7,1.00
19051,Berninches,2021-01-31,6,116,0.95
19052,La Bodera,2021-01-31,1,25,0.96
19053,Brihuega,2021-01-31,94,692,0.86
19054,Budia,2021-01-31,2,76,0.97
19055,Bujalaro,2021-01-31,1,59,0.98
19057,Bustares,2021-01-31,7,62,0.89
19058,Cabanillas del Campo,2021-01-31,86,932,0.91
19059,Campillo de Dueñas,2021-01-31,10,31,0.68
19060,Campillo de Ranas,2021-01-31,13,413,0.97
19061,Campisábalos,2021-01-31,5,147,0.97
19064,Canredondo,2021-01-31,7,41,0.83
19065,Cantalojas,2021-01-31,9,386,0.98
19066,Cañizar,2021-01-31,2,43,0.95
19067,El Cardoso de la Sierra,2021-01-31,8,494,0.98
19070,Casa de Uceda,2021-01-31,1,35,0.97
19071,El Casar,2021-01-31,70,658,0.89
19073,Casas de San Galindo,2021-01-31,3,39,0.92
19074,Caspueñas,2021-01-31,1,34,0.97
19075,Castejón de Henares,2021-01-31,0,46,1.00
19076,Castellar de la Muela,2021-01-31,1,30,0.97
19078,Castilforte,2021-01-31,2,41,0.95
19079,Castilnuevo,2021-01-31,0,33,1.00
19080,Cendejas de Enmedio,2021-01-31,2,46,0.96
19081,Cendejas de la Torre,2021-01-31,2,42,0.95
19082,Centenera,2021-01-31,2,49,0.96
19086,Cifuentes,2021-01-31,80,555,0.86
19087,Cincovillas,2021-01-31,1,53,0.98
19088,Ciruelas,2021-01-31,4,32,0.88
19089,Ciruelos del Pinar,2021-01-31,14,75,0.81
19090,Cobeta,2021-01-31,4,59,0.93
19091,Cogollor,2021-01-31,6,42,0.86
19092,Cogolludo,2021-01-31,32,343,0.91
19095,Condemios de Abajo,2021-01-31,9,99,0.91
19096,Condemios de Arriba,2021-01-31,14,197,0.93
19097,Congostrina,2021-01-31,0,73,1.00
19098,Copernal,2021-01-31,12,34,0.65
19099,Corduente,2021-01-31,36,463,0.92
19102,El Cubillo de Uceda,2021-01-31,8,61,0.87
19103,Checa,2021-01-31,3,122,0.98
19104,Chequilla,2021-01-31,4,35,0.89
19105,Chiloeches,2021-01-31,110,581,0.81
19106,Chillarón del Rey,2021-01-31,5,91,0.95
19107,Driebes,2021-01-31,3,105,0.97
19108,Durón,2021-01-31,10,143,0.93
19109,Embid,2021-01-31,5,41,0.88
19110,Escamilla,2021-01-31,8,55,0.85
19111,Escariche,2021-01-31,8,54,0.85
19112,Escopete,2021-01-31,2,49,0.96
19113,Espinosa de Henares,2021-01-31,3,149,0.98
19114,Esplegares,2021-01-31,13,54,0.76
19115,Establés,2021-01-31,20,174,0.89
19116,Estriégana,2021-01-31,1,51,0.98
19117,Fontanar,2021-01-31,29,194,0.85
19118,Fuembellida,2021-01-31,0,7,1.00
19119,Fuencemillán,2021-01-31,2,81,0.98
19120,Fuentelahiguera de Albatages,2021-01-31,5,68,0.93
19121,Fuentelencina,2021-01-31,13,105,0.88
19122,Fuentelsaz,2021-01-31,25,112,0.78
19123,Fuentelviejo,2021-01-31,8,74,0.89
19124,Fuentenovilla,2021-01-31,40,171,0.77
19125,Gajanejos,2021-01-31,7,79,0.91
19126,Galápagos,2021-01-31,2,117,0.98
19127,Galve de Sorbe,2021-01-31,7,220,0.97
